#Event,WhiteElo,BlackElo,Ply,Result
33545,,,130,0-1
33546,,,138,0-1
33547,,,27,1/2-1/2
33548,,,59,1-0
33549,,,37,1/2-1/2
33550,,,156,1/2-1/2
33551,,,63,0-1
33552,,,134,1/2-1/2
33553,,,31,1/2-1/2
33554,,,55,1-0
33555,,,93,1-0
33556,,,43,1-0
33557,,,71,1-0
33558,,,48,0-1
33559,,,75,1-0
33560,,,45,1-0
33561,,,47,1-0
33562,,,164,0-1
33563,,,109,1/2-1/2
33564,,,62,1/2-1/2
33565,,,51,1-0
33566,,,75,1/2-1/2
33567,,,50,1/2-1/2
33568,,,127,1-0
33569,,,123,1-0
33570,,,99,1-0
33571,,,78,0-1
33572,,,84,1/2-1/2
33573,,,46,0-1
33574,,,46,1-0
33575,,,164,1/2-1/2
33576,,,198,1/2-1/2
33577,,,159,1-0
33578,,,103,1/2-1/2
33579,,,43,0-1
33580,,,171,1-0
33581,,,156,0-1
33582,,,67,1/2-1/2
33583,,,79,1-0
33584,,,71,1-0
33585,,,88,0-1
33586,,,106,0-1
33587,,,56,0-1
33588,,,18,1-0
33589,,,61,0-1
33590,,,38,1/2-1/2
33591,,,113,1-0
33592,,,25,1/2-1/2
33593,,,102,0-1
33594,,,93,1-0
33595,,,67,1-0
33596,,,76,1/2-1/2
33597,,,74,0-1
33598,,,145,1-0
33599,,,145,1-0
33600,,,128,1/2-1/2
33601,,,110,0-1
33602,,,75,1/2-1/2
33603,,,47,1/2-1/2
33604,,,124,0-1
33605,,,50,1/2-1/2
33606,,,89,1-0
33607,,,110,0-1
33608,,,28,1/2-1/2
33609,,,81,1-0
33610,,,165,1-0
33611,,,60,0-1
33612,,,35,1-0
33613,,,85,1-0
33614,,,75,1-0
33615,,,73,1-0
33616,,,136,0-1
33617,,,59,1-0
33618,,,77,1-0
33619,,,123,1-0
33620,,,117,0-1
33621,,,134,1/2-1/2
33622,,,124,0-1
33623,,,234,0-1
33624,,,62,1-0
33625,,,116,0-1
33626,,,88,0-1
33627,,,166,0-1
33628,,,116,1/2-1/2
33629,,,67,1/2-1/2
33630,,,118,1-0
33631,,,78,0-1
33632,,,116,1/2-1/2
33633,,,53,0-1
33634,,,51,1-0
33635,,,95,1/2-1/2
33636,,,86,0-1
33637,,,113,1/2-1/2
33638,,,114,0-1
33639,,,72,0-1
33640,,,48,1/2-1/2
33641,,,113,1-0
33642,,,63,1-0
33643,,,61,1-0
33644,,,71,1-0
33645,,,91,1/2-1/2
33646,,,45,1-0
33647,,,214,0-1
33648,,,72,0-1
33649,,,79,1-0
33650,,,106,1/2-1/2
33651,,,90,1/2-1/2
33652,,,71,1-0
33653,,,67,1/2-1/2
33654,,,102,0-1
33655,,,73,1-0
33656,,,55,1-0
33657,,,46,1/2-1/2
33658,,,61,1/2-1/2
33659,,,81,1-0
33660,,,107,1/2-1/2
33661,,,75,1-0
33662,,,86,0-1
33663,,,68,1/2-1/2
33664,,,96,0-1
33665,,,56,0-1
33666,,,83,1/2-1/2
33667,,,138,0-1
33668,,,85,1-0
33669,,,98,1/2-1/2
33670,,,73,1-0
33671,,,65,1-0
33672,,,68,0-1
33673,,,90,0-1
33674,,,105,1-0
33675,,,71,1-0
33676,,,167,1-0
33677,,,115,0-1
33678,,,33,1/2-1/2
33679,,,253,1/2-1/2
33680,,,48,0-1
33681,,,117,1-0
33682,,,125,1-0
33683,,,59,1-0
33684,,,85,1-0
33685,,,191,1-0
33686,,,81,1/2-1/2
33687,,,66,0-1
33688,,,82,0-1
33689,,,42,1/2-1/2
33690,,,74,0-1
33691,,,62,0-1
33692,,,113,1-0
33693,,,124,1/2-1/2
33694,,,62,0-1
33695,,,122,0-1
33696,,,76,0-1
33697,,,119,1-0
33698,,,77,1-0
33699,,,83,1-0
33700,,,34,1/2-1/2
33701,,,80,0-1
33702,,,88,0-1
33703,,,47,1/2-1/2
33704,,,65,1-0
33705,,,84,1/2-1/2
33706,,,120,0-1
33707,,,180,1/2-1/2
33708,,,112,0-1
33709,,,100,0-1
33710,,,45,1-0
33711,,,78,1/2-1/2
33712,,,30,1/2-1/2
33713,,,67,1-0
33714,,,104,0-1
33715,,,34,0-1
33716,,,81,1-0
33717,,,120,0-1
33718,,,73,1-0
33719,,,44,1/2-1/2
33720,,,115,1/2-1/2
33721,,,58,1/2-1/2
33722,,,61,1-0
33723,,,65,1-0
33724,,,75,1-0
33725,,,35,1/2-1/2
33726,,,85,1-0
33727,,,95,1-0
33728,,,87,1-0
33729,,,135,1/2-1/2
33730,,,78,0-1
33731,,,68,0-1
33732,,,57,1-0
33733,,,128,1/2-1/2
33734,,,101,1-0
33735,,,82,1/2-1/2
33736,,,72,0-1
33737,,,70,1/2-1/2
33738,,,63,1-0
33739,,,55,1-0
33740,,,63,1-0
33741,,,96,0-1
33742,,,77,1-0
33743,,,73,1-0
33744,,,97,1-0
33745,,,173,1/2-1/2
33746,,,73,1-0
33747,,,71,1/2-1/2
33748,,,83,1/2-1/2
33749,,,40,0-1
33750,,,73,1/2-1/2
33751,,,72,1/2-1/2
33752,,,96,0-1
33753,,,93,1-0
33754,,,41,1/2-1/2
33755,,,136,1/2-1/2
33756,,,121,1/2-1/2
33757,,,24,1/2-1/2
33758,,,80,0-1
33759,,,33,1/2-1/2
33760,,,53,1-0
33761,,,119,1/2-1/2
33762,,,81,1-0
33763,,,151,1-0
33764,,,127,1-0
33765,,,54,0-1
33766,,,134,0-1
33767,,,89,1/2-1/2
33768,,,55,1-0
33769,,,66,1-0
33770,,,70,0-1
33771,,,77,1-0
33772,,,69,1-0
33773,,,93,1-0
33774,,,159,1-0
33775,,,58,0-1
33776,,,60,0-1
33777,,,101,0-1
33778,,,47,1/2-1/2
33779,,,67,1-0
33780,,,80,0-1
33781,,,70,0-1
33782,,,81,1-0
33783,,,126,0-1
33784,,,135,1-0
33785,,,145,1-0
33786,,,66,1/2-1/2
33787,,,73,1-0
33788,,,45,1-0
33789,,,98,1-0
33790,,,107,1-0
33791,,,104,1/2-1/2
33792,,,35,1/2-1/2
33793,,,121,1/2-1/2
33794,,,137,1-0
33795,,,87,0-1
33796,,,91,1-0
33797,,,138,0-1
33798,,,103,1/2-1/2
33799,,,59,1/2-1/2
33800,,,55,1-0
33801,,,125,1/2-1/2
33802,,,107,1-0
33803,,,56,0-1
33804,,,64,1/2-1/2
33805,,,97,1/2-1/2
33806,,,114,0-1
33807,,,54,0-1
33808,,,54,1-0
33809,,,65,1-0
33810,,,58,0-1
33811,,,90,1/2-1/2
33812,,,154,0-1
33813,,,51,1-0
33814,,,68,0-1
33815,,,68,0-1
33816,,,32,0-1
33817,,,90,0-1
33818,,,147,1/2-1/2
33819,,,86,1/2-1/2
33820,,,163,1-0
33821,,,67,1-0
33822,,,89,1-0
33823,,,64,1/2-1/2
33824,,,81,1-0
33825,,,105,1-0
33826,,,63,1-0
33827,,,39,1-0
33828,,,99,1-0
33829,,,30,0-1
33830,,,127,1/2-1/2
33831,,,95,0-1
33832,,,76,1/2-1/2
33833,,,86,1/2-1/2
33834,,,64,1/2-1/2
33835,,,91,1-0
33836,,,135,1/2-1/2
33837,,,102,0-1
33838,,,71,1/2-1/2
33839,,,60,0-1
33840,,,112,0-1
33841,,,93,1-0
33842,,,82,1/2-1/2
33843,,,79,1-0
33844,,,82,1/2-1/2
33845,,,62,0-1
33846,,,101,1-0
33847,,,52,1/2-1/2
33848,,,65,1-0
33849,,,50,1/2-1/2
33850,,,43,1/2-1/2
33851,,,94,0-1
33852,,,91,1-0
33853,,,92,0-1
33854,,,99,1-0
33855,,,47,1/2-1/2
33856,,,88,1/2-1/2
33857,,,164,0-1
33858,,,108,1-0
33859,,,61,1-0
33860,,,80,0-1
33861,,,93,1-0
33862,,,78,1/2-1/2
33863,,,80,1-0
33864,,,100,0-1
33865,,,71,1/2-1/2
33866,,,115,1/2-1/2
33867,,,77,1-0
33868,,,74,1/2-1/2
33869,,,95,1/2-1/2
33870,,,31,1/2-1/2
33871,,,65,1-0
33872,,,95,1-0
33873,,,62,0-1
33874,,,80,1/2-1/2
33875,,,101,1-0
33876,,,44,0-1
33877,,,66,1/2-1/2
33878,,,80,1/2-1/2
33879,,,79,1-0
33880,,,103,1/2-1/2
33881,,,135,1-0
33882,,,65,1/2-1/2
33883,,,93,1/2-1/2
33884,,,61,1/2-1/2
33885,,,104,1/2-1/2
33886,,,120,0-1
33887,,,149,1/2-1/2
33888,,,98,1/2-1/2
33889,,,129,1/2-1/2
33890,,,115,1-0
33891,,,99,1-0
33892,,,82,0-1
33893,,,79,1-0
33894,,,70,1/2-1/2
33895,,,170,0-1
33896,,,44,0-1
33897,,,75,1-0
33898,,,29,1/2-1/2
33899,,,45,1-0
33900,,,65,1-0
33901,,,26,0-1
33902,,,48,1/2-1/2
33903,,,78,0-1
33904,,,54,0-1
33905,,,91,1-0
33906,,,45,1/2-1/2
33907,,,76,0-1
33908,,,65,1-0
33909,,,78,0-1
33910,,,43,1-0
33911,,,84,0-1
33912,,,82,0-1
33913,,,64,1/2-1/2
33914,,,98,0-1
33915,,,62,0-1
33916,,,66,0-1
33917,,,67,1-0
33918,,,89,1-0
33919,,,52,0-1
33920,,,119,1-0
33921,,,56,1/2-1/2
33922,,,203,1/2-1/2
33923,,,117,1/2-1/2
33924,,,56,0-1
33925,,,59,1-0
33926,,,90,0-1
33927,,,97,1-0
33928,,,92,1-0
33929,,,83,1-0
33930,,,55,0-1
33931,,,49,1-0
33932,,,116,1/2-1/2
33933,,,116,1/2-1/2
33934,,,132,1/2-1/2
33935,,,116,0-1
33936,,,152,1/2-1/2
33937,,,13,1/2-1/2
33938,,,120,1/2-1/2
33939,,,157,1-0
33940,,,45,1-0
33941,,,66,0-1
33942,,,111,1-0
33943,,,42,1/2-1/2
33944,,,46,1-0
33945,,,122,1-0
33946,,,117,1-0
33947,,,81,0-1
33948,,,95,1/2-1/2
33949,,,51,1-0
33950,,,59,1-0
33951,,,80,0-1
33952,,,114,1/2-1/2
33953,,,27,1/2-1/2
33954,,,153,1-0
33955,,,70,0-1
33956,,,116,1/2-1/2
33957,,,107,1-0
33958,,,74,0-1
33959,,,83,1-0
33960,,,84,1/2-1/2
33961,,,105,1-0
33962,,,61,1-0
33963,,,63,1-0
33964,,,106,0-1
33965,,,32,0-1
33966,,,136,0-1
33967,,,45,1-0
33968,,,110,0-1
33969,,,85,1-0
33970,,,100,0-1
33971,,,56,1/2-1/2
33972,,,108,1/2-1/2
33973,,,91,1-0
33974,,,67,1-0
33975,,,128,0-1
33976,,,58,0-1
33977,,,68,0-1
33978,,,44,0-1
33979,,,96,1-0
33980,,,127,1-0
33981,,,70,0-1
33982,,,47,1-0
33983,,,26,1/2-1/2
33984,,,97,1-0
33985,,,78,0-1
33986,,,118,1/2-1/2
33987,,,153,1-0
33988,,,61,1-0
33989,,,53,1/2-1/2
33990,,,137,1-0
33991,,,47,1/2-1/2
33992,,,84,0-1
33993,,,57,1-0
33994,,,48,1/2-1/2
33995,,,49,1/2-1/2
33996,,,85,1/2-1/2
33997,,,84,0-1
33998,,,98,1-0
33999,,,178,1/2-1/2
34000,,,97,0-1
34001,,,69,1-0
34002,,,116,1/2-1/2
34003,,,65,1/2-1/2
34004,,,75,1-0
34005,,,108,0-1
34006,,,103,1/2-1/2
34007,,,34,1-0
34008,,,81,1-0
34009,,,142,1/2-1/2
34010,,,86,0-1
34011,,,75,1-0
34012,,,104,0-1
34013,,,121,1-0
34014,,,147,1-0
34015,,,45,1-0
34016,,,58,0-1
34017,,,83,1-0
34018,,,120,0-1
34019,,,175,1/2-1/2
34020,,,82,0-1
34021,,,57,0-1
34022,,,68,1/2-1/2
34023,,,62,0-1
34024,,,105,1/2-1/2
34025,,,64,0-1
34026,,,70,0-1
34027,,,86,0-1
34028,,,95,0-1
34029,,,70,1/2-1/2
34030,,,61,1-0
34031,,,80,0-1
34032,,,61,1-0
34033,,,109,1-0
34034,,,71,1-0
34035,,,68,0-1
34036,,,116,0-1
34037,,,57,1/2-1/2
34038,,,110,0-1
34039,,,104,0-1
34040,,,110,1/2-1/2
34041,,,36,0-1
34042,,,37,1-0
34043,,,94,0-1
34044,,,103,1-0
34045,,,61,1-0
34046,,,43,1-0
34047,,,80,1/2-1/2
34048,,,61,1-0
34049,,,57,1/2-1/2
34050,,,57,1-0
34051,,,91,1-0
34052,,,65,1/2-1/2
34053,,,71,1-0
34054,,,77,1/2-1/2
34055,,,65,1-0
34056,,,44,1/2-1/2
34057,,,61,1/2-1/2
34058,,,57,1/2-1/2
34059,,,138,0-1
34060,,,90,0-1
34061,,,70,0-1
34062,,,71,1-0
34063,,,207,1/2-1/2
34064,,,6,0-1
34065,,,56,0-1
34066,,,154,0-1
34067,,,152,1/2-1/2
34068,,,142,1/2-1/2
34069,,,104,1/2-1/2
34070,,,24,1/2-1/2
34071,,,59,1-0
34072,,,54,1/2-1/2
34073,,,102,1/2-1/2
34074,,,87,1-0
34075,,,91,1-0
34076,,,135,1-0
34077,,,48,1-0
34078,,,42,0-1
34079,,,95,1/2-1/2
34080,,,77,1-0
34081,,,56,0-1
34082,,,149,1/2-1/2
34083,,,47,1/2-1/2
34084,,,68,0-1
34085,,,80,1/2-1/2
34086,,,66,0-1
34087,,,70,0-1
34088,,,101,1-0
34089,,,48,0-1
34090,,,104,0-1
34091,,,24,1/2-1/2
34092,,,61,1-0
34093,,,106,1/2-1/2
34094,,,218,0-1
34095,,,93,1-0
34096,,,131,1/2-1/2
34097,,,76,1/2-1/2
34098,,,130,0-1
34099,,,131,1-0
34100,,,43,1-0
34101,,,53,1-0
34102,,,69,1/2-1/2
34103,,,63,1/2-1/2
34104,,,28,0-1
34105,,,94,1/2-1/2
34106,,,90,0-1
34107,,,47,1-0
34108,,,76,0-1
34109,,,74,1/2-1/2
34110,,,92,1/2-1/2
34111,,,99,1-0
34112,,,81,0-1
34113,,,79,1-0
34114,,,35,1/2-1/2
34115,,,106,0-1
34116,,,62,1/2-1/2
34117,,,82,0-1
34118,,,72,0-1
34119,,,89,1-0
34120,,,55,1-0
34121,,,105,1-0
34122,,,79,1-0
34123,,,147,1-0
34124,,,57,1-0
34125,,,93,1/2-1/2
34126,,,82,0-1
34127,,,21,1/2-1/2
34128,,,60,1-0
34129,,,56,0-1
34130,,,86,0-1
34131,,,17,1/2-1/2
34132,,,39,1/2-1/2
34133,,,111,1-0
34134,,,84,1/2-1/2
34135,,,64,1/2-1/2
34136,,,72,0-1
34137,,,83,1-0
34138,,,83,1-0
34139,,,90,0-1
34140,,,50,0-1
34141,,,106,1/2-1/2
34142,,,56,0-1
34143,,,75,1-0
34144,,,47,1-0
34145,,,95,1-0
34146,,,164,0-1
34147,,,117,1-0
34148,,,142,0-1
34149,,,78,1/2-1/2
34150,,,136,0-1
34151,,,89,0-1
34152,,,69,1-0
34153,,,102,1/2-1/2
34154,,,142,0-1
34155,,,90,0-1
34156,,,55,1-0
34157,,,94,1/2-1/2
34158,,,61,1-0
34159,,,91,1-0
34160,,,89,1-0
34161,,,56,1/2-1/2
34162,,,49,1-0
34163,,,112,1/2-1/2
34164,,,83,1/2-1/2
34165,,,125,1-0
34166,,,89,1-0
34167,,,54,0-1
34168,,,92,1/2-1/2
34169,,,99,1/2-1/2
34170,,,81,1-0
34171,,,108,0-1
34172,,,75,1-0
34173,,,50,0-1
34174,,,61,1/2-1/2
34175,,,135,1-0
34176,,,77,1-0
34177,,,49,1-0
34178,,,101,1-0
34179,,,61,1-0
34180,,,39,1-0
34181,,,85,1-0
34182,,,36,1-0
34183,,,57,1-0
34184,,,80,0-1
34185,,,43,1/2-1/2
34186,,,69,1/2-1/2
34187,,,118,1-0
34188,,,128,0-1
34189,,,62,0-1
34190,,,117,1-0
34191,,,125,1-0
34192,,,82,0-1
34193,,,63,1-0
34194,,,57,1-0
34195,,,48,1/2-1/2
34196,,,81,1-0
34197,,,75,1/2-1/2
34198,,,153,1-0
34199,,,49,1-0
34200,,,135,1/2-1/2
34201,,,74,0-1
34202,,,76,0-1
34203,,,35,1/2-1/2
34204,,,88,0-1
34205,,,28,1/2-1/2
34206,,,74,1-0
34207,,,61,1-0
34208,,,66,1/2-1/2
34209,,,82,1/2-1/2
34210,,,134,0-1
34211,,,191,1-0
34212,,,57,1/2-1/2
34213,,,81,1/2-1/2
34214,,,124,1/2-1/2
34215,,,97,1/2-1/2
34216,,,27,1/2-1/2
34217,,,57,1-0
34218,,,83,1-0
34219,,,81,1/2-1/2
34220,,,61,1-0
34221,,,61,1/2-1/2
34222,,,75,1-0
34223,,,109,1/2-1/2
34224,,,45,1/2-1/2
34225,,,65,1-0
34226,,,95,1-0
34227,,,66,0-1
34228,,,92,0-1
34229,,,94,0-1
34230,,,101,1-0
34231,,,50,0-1
34232,,,87,1-0
34233,,,111,1-0
34234,,,102,1/2-1/2
34235,,,114,1/2-1/2
34236,,,100,1/2-1/2
34237,,,90,1/2-1/2
34238,,,107,1-0
34239,,,73,1-0
34240,,,52,0-1
34241,,,208,1/2-1/2
34242,,,36,1/2-1/2
34243,,,68,1-0
34244,,,78,0-1
34245,,,57,1-0
34246,,,81,1-0
34247,,,43,1-0
34248,,,36,0-1
34249,,,64,1-0
34250,,,82,0-1
34251,,,82,1/2-1/2
34252,,,121,1/2-1/2
34253,,,93,1-0
34254,,,80,1/2-1/2
34255,,,79,1-0
34256,,,29,1-0
34257,,,29,1/2-1/2
34258,,,133,1/2-1/2
34259,,,63,1-0
34260,,,88,0-1
34261,,,79,1-0
34262,,,80,1/2-1/2
34263,,,49,0-1
34264,,,132,0-1
34265,,,64,0-1
34266,,,65,1-0
34267,,,65,1-0
34268,,,35,1-0
34269,,,65,1-0
34270,,,63,1/2-1/2
34271,,,84,1-0
34272,,,143,0-1
34273,,,131,1-0
34274,,,137,1-0
34275,,,25,1/2-1/2
34276,,,82,0-1
34277,,,221,1-0
34278,,,49,1-0
34279,,,103,1-0
34280,,,68,1/2-1/2
34281,,,65,1-0
34282,,,88,0-1
34283,,,60,0-1
34284,,,107,1-0
34285,,,95,1/2-1/2
34286,,,72,0-1
34287,,,75,1-0
34288,,,47,1/2-1/2
34289,,,95,1/2-1/2
34290,,,145,1/2-1/2
34291,,,53,1-0
34292,,,108,0-1
34293,,,99,1/2-1/2
34294,,,87,1/2-1/2
34295,,,81,1/2-1/2
34296,,,63,1/2-1/2
34297,,,70,0-1
34298,,,59,1-0
34299,,,49,1-0
34300,,,96,0-1
34301,,,160,1/2-1/2
34302,,,64,0-1
34303,,,84,0-1
34304,,,100,0-1
34305,,,54,0-1
34306,,,58,0-1
34307,,,132,0-1
34308,,,79,1-0
34309,,,64,1/2-1/2
34310,,,69,1-0
34311,,,28,1/2-1/2
34312,,,166,1/2-1/2
34313,,,71,1-0
34314,,,34,1/2-1/2
34315,,,57,1/2-1/2
34316,,,91,1/2-1/2
34317,,,44,0-1
34318,,,240,1/2-1/2
34319,,,82,0-1
34320,,,74,1/2-1/2
34321,,,71,1-0
34322,,,19,1/2-1/2
34323,,,104,1/2-1/2
34324,,,79,1-0
34325,,,91,1-0
34326,,,168,1/2-1/2
34327,,,59,1-0
34328,,,79,1-0
34329,,,101,1-0
34330,,,82,0-1
34331,,,42,1/2-1/2
34332,,,86,0-1
34333,,,120,0-1
34334,,,79,1-0
34335,,,93,1-0
34336,,,15,1/2-1/2
34337,,,58,0-1
34338,,,69,1-0
34339,,,108,1/2-1/2
34340,,,112,1/2-1/2
34341,,,64,0-1
34342,,,75,1-0
34343,,,166,0-1
34344,,,37,1-0
34345,,,94,0-1
34346,,,63,1-0
34347,,,86,1/2-1/2
34348,,,121,1-0
34349,,,138,1/2-1/2
34350,,,93,1-0
34351,,,78,0-1
34352,,,93,1-0
34353,,,104,0-1
34354,,,82,0-1
34355,,,70,0-1
34356,,,69,1-0
34357,,,99,1/2-1/2
34358,,,74,0-1
34359,,,83,1-0
34360,,,83,0-1
34361,,,77,1-0
34362,,,80,1/2-1/2
34363,,,100,0-1
34364,,,56,0-1
34365,,,12,1/2-1/2
34366,,,65,1-0
34367,,,106,1/2-1/2
34368,,,56,0-1
34369,,,67,1-0
34370,,,26,0-1
34371,,,47,1-0
34372,,,137,1/2-1/2
34373,,,31,1/2-1/2
34374,,,143,1-0
34375,,,89,1/2-1/2
34376,,,74,0-1
34377,,,106,0-1
34378,,,84,0-1
34379,,,44,0-1
34380,,,54,1/2-1/2
34381,,,119,1-0
34382,,,85,1/2-1/2
34383,,,57,1-0
34384,,,41,1-0
34385,,,49,1/2-1/2
34386,,,84,1/2-1/2
34387,,,63,1-0
34388,,,85,1-0
34389,,,21,1/2-1/2
34390,,,72,1/2-1/2
34391,,,114,0-1
34392,,,95,1-0
34393,,,79,1-0
34394,,,82,1/2-1/2
34395,,,53,1-0
34396,,,78,0-1
34397,,,66,1/2-1/2
34398,,,95,1/2-1/2
34399,,,191,1/2-1/2
34400,,,201,1/2-1/2
34401,,,58,0-1
34402,,,110,0-1
34403,,,128,0-1
34404,,,77,1-0
34405,,,46,0-1
34406,,,33,1/2-1/2
34407,,,112,0-1
34408,,,78,0-1
34409,,,63,1/2-1/2
34410,,,117,1-0
34411,,,77,1-0
34412,,,82,1/2-1/2
34413,,,91,1-0
34414,,,65,1/2-1/2
34415,,,101,1-0
34416,,,81,1/2-1/2
34417,,,73,1/2-1/2
34418,,,49,1-0
34419,,,81,1-0
34420,,,57,1-0
34421,,,76,0-1
34422,,,109,1/2-1/2
34423,,,140,0-1
34424,,,77,1-0
34425,,,17,1/2-1/2
34426,,,19,0-1
34427,,,85,1/2-1/2
34428,,,78,0-1
34429,,,17,1/2-1/2
34430,,,101,1/2-1/2
34431,,,77,1/2-1/2
34432,,,58,0-1
34433,,,53,1-0
34434,,,42,1/2-1/2
34435,,,131,1/2-1/2
34436,,,43,1-0
34437,,,80,0-1
34438,,,83,1/2-1/2
34439,,,48,0-1
34440,,,88,0-1
34441,,,90,1-0
34442,,,37,1-0
34443,,,76,0-1
34444,,,60,1/2-1/2
34445,,,130,1/2-1/2
34446,,,35,0-1
34447,,,168,0-1
34448,,,72,0-1
34449,,,59,1/2-1/2
34450,,,50,1/2-1/2
34451,,,114,0-1
34452,,,61,1-0
34453,,,91,1-0
34454,,,86,0-1
34455,,,86,0-1
34456,,,72,0-1
34457,,,37,1-0
34458,,,99,1/2-1/2
34459,,,56,0-1
34460,,,31,1/2-1/2
34461,,,61,1-0
34462,,,48,0-1
34463,,,63,1-0
34464,,,81,1/2-1/2
34465,,,80,1/2-1/2
34466,,,104,0-1
34467,,,47,1-0
34468,,,67,1-0
34469,,,79,1-0
34470,,,69,1-0
34471,,,74,0-1
34472,,,59,0-1
34473,,,89,1/2-1/2
34474,,,151,1/2-1/2
34475,,,64,0-1
34476,,,172,0-1
34477,,,42,0-1
34478,,,132,1/2-1/2
34479,,,107,1/2-1/2
34480,,,81,1-0
34481,,,55,1-0
34482,,,273,1/2-1/2
34483,,,121,1-0
34484,,,113,1-0
34485,,,119,1-0
34486,,,57,1-0
34487,,,92,1/2-1/2
34488,,,45,1-0
34489,,,71,1-0
34490,,,84,0-1
34491,,,61,1-0
34492,,,86,0-1
34493,,,58,0-1
34494,,,113,1-0
34495,,,69,1-0
34496,,,102,1/2-1/2
34497,,,115,1/2-1/2
34498,,,36,0-1
34499,,,96,0-1
34500,,,81,1/2-1/2
34501,,,122,1/2-1/2
34502,,,65,1/2-1/2
34503,,,59,1-0
34504,,,76,0-1
34505,,,98,0-1
34506,,,67,1/2-1/2
34507,,,42,0-1
34508,,,72,1/2-1/2
34509,,,87,1-0
34510,,,102,0-1
34511,,,79,1-0
34512,,,142,0-1
34513,,,121,1-0
34514,,,45,1-0
34515,,,67,1-0
34516,,,66,0-1
34517,,,148,1/2-1/2
34518,,,75,1/2-1/2
34519,,,71,1-0
34520,,,55,1-0
34521,,,106,0-1
34522,,,14,1/2-1/2
34523,,,83,1-0
34524,,,120,0-1
34525,,,70,0-1
34526,,,74,0-1
34527,,,39,1-0
34528,,,76,1/2-1/2
34529,,,81,1-0
34530,,,105,1-0
34531,,,76,1/2-1/2
34532,,,139,1/2-1/2
34533,,,75,1-0
34534,,,105,1-0
34535,,,28,1/2-1/2
34536,,,123,1/2-1/2
34537,,,77,1/2-1/2
34538,,,87,1-0
34539,,,66,1-0
34540,,,59,1-0
34541,,,61,1-0
34542,,,103,1-0
34543,,,136,0-1
34544,,,45,1-0
34545,,,113,1/2-1/2
34546,,,105,1-0
34547,,,72,0-1
34548,,,62,0-1
34549,,,20,1/2-1/2
34550,,,69,1-0
34551,,,97,1-0
34552,,,78,1/2-1/2
34553,,,61,0-1
34554,,,89,1-0
34555,,,58,1/2-1/2
34556,,,93,1-0
34557,,,54,0-1
34558,,,162,0-1
34559,,,114,1/2-1/2
34560,,,78,1-0
34561,,,72,1-0
34562,,,61,1-0
34563,,,58,0-1
34564,,,67,1/2-1/2
34565,,,78,0-1
34566,,,51,1-0
34567,,,107,1-0
34568,,,83,1/2-1/2
34569,,,97,1-0
34570,,,72,0-1
34571,,,44,0-1
34572,,,239,1/2-1/2
34573,,,79,0-1
34574,,,19,1-0
34575,,,66,0-1
34576,,,146,0-1
34577,,,88,0-1
34578,,,83,1-0
34579,,,87,1-0
34580,,,145,1-0
34581,,,119,1-0
34582,,,93,1-0
34583,,,71,1-0
34584,,,131,1-0
34585,,,91,1-0
34586,,,51,1/2-1/2
34587,,,77,1-0
34588,,,97,1/2-1/2
34589,,,55,1-0
34590,,,66,0-1
34591,,,87,1-0
34592,,,39,1/2-1/2
34593,,,37,1/2-1/2
34594,,,112,1/2-1/2
34595,,,117,1/2-1/2
34596,,,113,1-0
34597,,,121,1-0
34598,,,137,1/2-1/2
34599,,,68,0-1
34600,,,57,1/2-1/2
34601,,,20,1/2-1/2
34602,,,75,1-0
34603,,,72,1/2-1/2
34604,,,97,1-0
34605,,,34,0-1
34606,,,61,1-0
34607,,,231,1/2-1/2
34608,,,25,1-0
34609,,,113,1-0
34610,,,18,1/2-1/2
34611,,,60,0-1
34612,,,81,1-0
34613,,,85,1/2-1/2
34614,,,94,0-1
34615,,,88,0-1
34616,,,66,0-1
34617,,,2,1/2-1/2
34618,,,53,1-0
34619,,,86,0-1
34620,,,92,0-1
34621,,,104,1/2-1/2
34622,,,84,0-1
34623,,,65,1-0
34624,,,92,0-1
34625,,,60,0-1
34626,,,91,1/2-1/2
34627,,,60,0-1
34628,,,57,1-0
34629,,,46,0-1
34630,,,48,0-1
34631,,,55,1-0
34632,,,122,0-1
34633,,,68,0-1
34634,,,68,1/2-1/2
34635,,,65,1-0
34636,,,17,1-0
34637,,,102,0-1
34638,,,52,1-0
34639,,,42,1/2-1/2
34640,,,80,0-1
34641,,,61,1-0
34642,,,130,1-0
34643,,,56,0-1
34644,,,69,1-0
34645,,,64,1/2-1/2
34646,,,100,1-0
34647,,,70,1/2-1/2
34648,,,115,1-0
34649,,,63,1-0
34650,,,59,0-1
34651,,,56,0-1
34652,,,57,1/2-1/2
34653,,,46,1/2-1/2
34654,,,54,0-1
34655,,,48,0-1
34656,,,68,0-1
34657,,,51,1-0
34658,,,45,1-0
34659,,,50,1/2-1/2
34660,,,32,1/2-1/2
34661,,,132,1/2-1/2
34662,,,24,1/2-1/2
34663,,,68,0-1
34664,,,70,1/2-1/2
34665,,,88,0-1
34666,,,97,1-0
34667,,,84,0-1
34668,,,87,1-0
34669,,,118,1/2-1/2
34670,,,30,1/2-1/2
34671,,,27,1/2-1/2
34672,,,70,1/2-1/2
34673,,,51,1/2-1/2
34674,,,73,1-0
34675,,,116,0-1
34676,,,115,1-0
34677,,,64,0-1
34678,,,81,1-0
34679,,,118,0-1
34680,,,63,1-0
34681,,,121,1-0
34682,,,105,1/2-1/2
