Count,Simple Fen
358,rn1qkb1r/pb3ppp/1p1ppn2/8/2PNP3/2N2P2/PP4PP/R1BQKB1R w KQkq -
102,rn1qkb1r/pb3ppp/1p1ppn2/8/2PNP3/P1N5/1PQ2PPP/R1B1KB1R w KQkq -
263,rn1qkb1r/pb3ppp/1p1ppn2/8/2PQ4/2N2NP1/PP2PPBP/R1B2RK1 b kq -
208,rn1qkb1r/pb3ppp/1p1ppn2/8/2Pp4/2N2NP1/PP2PPBP/R1BQ1RK1 w kq -
117,rn1qkb1r/pb3ppp/1p2p3/2p5/3PP3/P1P2N2/2Q2PPP/R1B1KB1R b KQkq -
108,rn1qkb1r/pb3ppp/2p1pn2/1p2N3/P1pP4/6P1/1P2PPBP/RNBQ1RK1 b kq -
179,rn1qkb1r/pb3ppp/2p1pn2/1p4B1/3P4/5N2/PPQ1PPPP/RN2KB1R w KQkq -
108,rn1qkb1r/pb3ppp/2p1pn2/1p6/3P4/1Q3NP1/PP2PPBP/RNB1K2R b KQkq -
108,rn1qkb1r/pb3ppp/2p1pn2/1p6/3P4/3Q1NP1/PP2PP1P/RNB1KB1R w KQkq -
112,rn1qkb1r/pb3ppp/2p1pn2/1p6/3P4/3Q1NP1/PP2PPBP/RNB1K2R b KQkq -
291,rn1qkb1r/pb3ppp/2p1pn2/1p6/3P4/5NP1/PPQ1PP1P/RNB1KB1R w KQkq -
407,rn1qkb1r/pb3ppp/2p1pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB1K2R b KQkq -
159,rn1qkb1r/pb3ppp/2p1pn2/1p6/8/1Q3NP1/PP1PPPBP/RNB1K2R w KQkq -
118,rn1qkb1r/pb3ppp/2p1pn2/1p6/8/1Q3NP1/PP1PPPBP/RNB2RK1 b kq -
504,rn1qkb1r/pb3ppp/2p1pn2/1p6/8/5NP1/PPQPPPBP/RNB1K2R w KQkq -
290,rn1qkb1r/pb3ppp/2p1pn2/1p6/8/5NP1/PPQPPPBP/RNB2RK1 b kq -
101,rn1qkb1r/pb3ppp/4p3/1p2P1N1/2pP4/2P5/5PPP/R1BQKB1R w KQkq -
122,rn1qkb1r/pbp2p1p/1p2p1p1/1B1n4/3P4/P1N1PN2/1P3PPP/R1BQK2R b KQkq -
168,rn1qkb1r/pbp2p1p/1p2p1p1/3n4/3P4/P1N1PN2/1P3PPP/R1BQKB1R w KQkq -
436,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N1PN2/1P3PPP/R1BQKB1R b KQkq -
236,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1P1BPPPP/R2QKB1R b KQkq -
1508,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -
785,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1PQ1PPPP/R1B1KB1R b KQkq -
345,rn1qkb1r/pbp2ppp/1p2p3/8/3P4/P1P2N2/2Q1PPPP/R1B1KB1R b KQkq -
414,rn1qkb1r/pbp2ppp/1p2p3/8/3P4/P1n2N2/1PQ1PPPP/R1B1KB1R w KQkq -
139,rn1qkb1r/pbp2ppp/1p2pn2/3P4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -
1921,rn1qkb1r/pbp2ppp/1p2pn2/3P4/3P4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq -
828,rn1qkb1r/pbp2ppp/1p2pn2/3p2B1/2PP4/P1N2N2/1P2PPPP/R2QKB1R b KQkq -
114,rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R b KQkq -
454,rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/3BPN2/PP3PPP/RNBQ1RK1 b kq -
231,rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -
112,rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/P1N2N2/1PQ1PPPP/R1B1KB1R b KQkq -
260,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P4/1P1BPN2/P1P2PPP/RNBQ1RK1 b kq -
197,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P4/3BPN2/PPPN1PPP/R1BQ1RK1 b kq -
201,rn1qkb1r/pbp2ppp/1p2pn2/3p4/8/3P1NP1/PPPNPPBP/R1BQ1RK1 b kq -
111,rn1qkb1r/pbp2ppp/1p3n2/3p2B1/3P4/P1N2N2/1P2PPPP/R2QKB1R b KQkq -
120,rn1qkb1r/pbp2ppp/1p3n2/3p4/3P4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -
426,rn1qkb1r/pbp2ppp/1p3n2/3p4/3P4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -
171,rn1qkb1r/pbp2ppp/1p3n2/3p4/3P4/P1N2NP1/1P2PP1P/R1BQKB1R b KQkq -
117,rn1qkb1r/pbpp1p1p/1p2pnp1/8/2PP4/P1N2N2/1PQ1PPPP/R1B1KB1R b KQkq -
313,rn1qkb1r/pbpp1pp1/1p2pn1p/8/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -
163,rn1qkb1r/pbpp1pp1/1p2pn1p/8/3P3B/4PN2/PPPN1PPP/R2QKB1R b KQkq -
202,rn1qkb1r/pbpp1ppp/1p2p3/8/2PPN3/P4N2/1P2PPPP/R1BQKB1R b KQkq -
529,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/1P3NP1/P3PPBP/RNBQK2R b KQkq -
198,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP1NPPBP/R1BQK2R b KQkq -
488,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PPQ1PPBP/RNB1K2R b KQkq -
751,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P1N2N2/1PQ1PPPP/R1B1KB1R b KQkq -
791,rn1qkb1r/pbpp1ppp/1p2pn2/8/Q1PP4/5NP1/PP2PPBP/RNB1K2R b KQkq -
235,rn1qkb1r/pbpp2pp/1p2pn2/3P1p2/2P5/P1N3P1/1P2PP1P/R1BQKBNR b KQkq -
313,rn1qkb1r/pbpp2pp/1p2pn2/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -
452,rn1qkb1r/pp1B1ppp/5n2/2pp4/3P4/5N2/PPPN1PPP/R1BQK2R b KQkq -
304,rn1qkb1r/pp1b1ppp/3pp3/3nP3/3P4/P2B1N2/1P3PPP/RNBQK2R b KQkq -
315,rn1qkb1r/pp1b1ppp/3pp3/3nP3/3P4/P4N2/1P3PPP/RNBQKB1R w KQkq -
235,rn1qkb1r/pp1b1ppp/3ppn2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq -
129,rn1qkb1r/pp1b1ppp/3ppn2/6B1/3NP3/2N5/PPPQ1PPP/R3KB1R b KQkq -
101,rn1qkb1r/pp1b1ppp/5n2/1Bpp4/3P4/4PN2/PP3PPP/RNBQK2R w KQkq -
580,rn1qkb1r/pp1b1ppp/5n2/1Bpp4/3P4/5N2/PPPN1PPP/R1BQK2R w KQkq -
126,rn1qkb1r/pp1b1ppp/5n2/1Bpp4/3P4/5N2/PPPNQPPP/R1B1K2R b KQkq -
132,rn1qkb1r/pp1bpppp/2p2n2/8/P1pP3N/2N5/1P2PPPP/R1BQKB1R w KQkq -
272,rn1qkb1r/pp1bpppp/3p1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq -
117,rn1qkb1r/pp1bpppp/3p1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -
107,rn1qkb1r/pp1bpppp/3p1n2/8/3NP3/2N2P2/PPP3PP/R1BQKB1R b KQkq -
124,rn1qkb1r/pp1bpppp/3p1n2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -
178,rn1qkb1r/pp2npp1/2p1p2p/3pPb2/3P4/5N2/PPP1BPPP/RNBQ1RK1 w kq -
195,rn1qkb1r/pp2npp1/2p1p3/3pPb1p/2PP3P/2N5/PP3PP1/R1BQKBNR w KQkq -
108,rn1qkb1r/pp2nppp/2p1p1b1/3pP3/3P1NP1/2N5/PPP2P1P/R1BQKB1R b KQkq -
181,rn1qkb1r/pp2nppp/2p1p1b1/3pP3/3P2P1/2N5/PPP1NP1P/R1BQKB1R w KQkq -
166,rn1qkb1r/pp2nppp/2p1p1b1/3pP3/3P4/5N2/PPP1BPPP/RNBQ1RK1 w kq -
116,rn1qkb1r/pp2nppp/2p1p1b1/3pP3/3P4/5N2/PPPNBPPP/R1BQ1RK1 b kq -
689,rn1qkb1r/pp2nppp/2p1p3/3pPb2/3P4/5N2/PPP1BPPP/RNBQ1RK1 b kq -
195,rn1qkb1r/pp2nppp/4p3/2ppPb2/3P4/5N2/PPP1BPPP/RNBQ1RK1 w kq -
329,rn1qkb1r/pp2nppp/4p3/3pPb2/3N4/4B3/PPP1BPPP/RN1QK2R w KQkq -
130,rn1qkb1r/pp2nppp/4p3/3pPb2/3N4/4B3/PPPNBPPP/R2QK2R b KQkq -
147,rn1qkb1r/pp2pp1p/2p2np1/3p1b2/2PP1B2/1Q3N2/PP2PPPP/RN2KB1R b KQkq -
123,rn1qkb1r/pp2pp1p/2p2p2/5b2/2BP4/8/PPP2PPP/R1BQK1NR w KQkq -
314,rn1qkb1r/pp2pp1p/2p2p2/5b2/3P4/2P2N2/PP3PPP/R1BQKB1R b KQkq -
449,rn1qkb1r/pp2pp1p/2p2p2/5b2/3P4/2P5/PP3PPP/R1BQKBNR w KQkq -
161,rn1qkb1r/pp2pp1p/2p2p2/5b2/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq -
157,rn1qkb1r/pp2pp1p/2p2p2/8/3P2b1/5N2/PPP1BPPP/R1BQK2R b KQkq -
229,rn1qkb1r/pp2pp1p/2p2p2/8/3P2b1/5N2/PPP2PPP/R1BQKB1R w KQkq -
144,rn1qkb1r/pp2ppp1/2p2n1p/3p1b2/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 b kq -
199,rn1qkb1r/pp2ppp1/2p2n1p/3p1b2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -
292,rn1qkb1r/pp2ppp1/2p2n1p/3p1b2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 b kq -
167,rn1qkb1r/pp2ppp1/2p2n1p/4N3/3P3P/3Q2N1/PPP2PP1/R1B1K2R b KQkq -
167,rn1qkb1r/pp2ppp1/2p2n1p/4N3/3P3P/3b2N1/PPP2PP1/R1BQK2R w KQkq -
281,rn1qkb1r/pp2ppp1/2p2n1p/7P/3P4/3Q1NN1/PPP2PP1/R1B1K2R b KQkq -
277,rn1qkb1r/pp2ppp1/2p2n1p/7P/3P4/3b1NN1/PPP2PP1/R1BQK2R w KQkq -
316,rn1qkb1r/pp2ppp1/2p2nbp/4N3/3P3P/6N1/PPP2PP1/R1BQKB1R b KQkq -
190,rn1qkb1r/pp2ppp1/2p2nbp/7P/3P4/5NN1/PPP2PP1/R1BQKB1R b KQkq -
171,rn1qkb1r/pp2ppp1/2p2nbp/8/3P1N1P/6N1/PPP2PP1/R1BQKB1R b KQkq -
531,rn1qkb1r/pp2ppp1/2p2nbp/8/3P3P/5NN1/PPP2PP1/R1BQKB1R w KQkq -
108,rn1qkb1r/pp2ppp1/2p2nbp/8/3P3P/6NN/PPP2PP1/R1BQKB1R w KQkq -
118,rn1qkb1r/pp2ppp1/2p2np1/8/P1pP2P1/2N4P/1P2PP2/R1BQKB1R w KQkq -
205,rn1qkb1r/pp2pppb/2p2n1p/4N3/3P3P/3B2N1/PPP2PP1/R1BQK2R b KQkq -
315,rn1qkb1r/pp2pppb/2p2n1p/4N3/3P3P/6N1/PPP2PP1/R1BQKB1R w KQkq -
279,rn1qkb1r/pp2pppb/2p2n1p/7P/3P4/3B1NN1/PPP2PP1/R1BQK2R b KQkq -
281,rn1qkb1r/pp2pppb/2p2n1p/7P/3P4/5NN1/PPP2PP1/R1BQKB1R w KQkq -
135,rn1qkb1r/pp2pppb/2p2n1p/8/2BP1N1P/6N1/PPP2PP1/R1BQK2R b KQkq -
171,rn1qkb1r/pp2pppb/2p2n1p/8/3P1N1P/6N1/PPP2PP1/R1BQKB1R w KQkq -
112,rn1qkb1r/pp2pppp/1npp4/4P3/2PP2b1/5N2/PP2BPPP/RNBQK2R w KQkq -
123,rn1qkb1r/pp2pppp/2b2n2/2p5/8/2N2NP1/PP1PPPBP/R1BQ1RK1 b kq -
132,rn1qkb1r/pp2pppp/2b2n2/2p5/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq -
226,rn1qkb1r/pp2pppp/2p1bn2/3PN3/8/6P1/PP1PPPBP/RNBQK2R b KQkq -
138,rn1qkb1r/pp2pppp/2p1bn2/8/P1pP4/N3PN2/1P3PPP/R1BQKB1R b KQkq -
102,rn1qkb1r/pp2pppp/2p2N2/5b2/2BP4/8/PPPB1PPP/R2QK1NR b KQkq -
103,rn1qkb1r/pp2pppp/2p2n2/3N1b2/2BP4/8/PPPB1PPP/R2QK1NR w KQkq -
108,rn1qkb1r/pp2pppp/2p2n2/3PNb2/8/6P1/PP1PPPBP/RNBQK2R b KQkq -
217,rn1qkb1r/pp2pppp/2p2n2/3b4/8/5NP1/PP1PPPBP/RNBQK2R b KQkq -
222,rn1qkb1r/pp2pppp/2p2n2/3bN3/8/6P1/PP1PPPBP/RNBQK2R w KQkq -
227,rn1qkb1r/pp2pppp/2p2n2/3p3b/2PP4/2N1PN1P/PP3PP1/R1BQKB1R b KQkq -
264,rn1qkb1r/pp2pppp/2p2n2/3p4/2PP4/3QPN2/PP3PPP/RNB1K2R b KQkq -
657,rn1qkb1r/pp2pppp/2p2n2/3p4/2PP4/4PQ1P/PP3PP1/RNB1KB1R b KQkq -
240,rn1qkb1r/pp2pppp/2p2n2/3p4/4P3/2NP1Q1P/PPP2PP1/R1B1KB1R b KQkq -
141,rn1qkb1r/pp2pppp/2p2n2/4N2b/P1pP4/2N2P2/1P2P1PP/R1BQKB1R b KQkq -
285,rn1qkb1r/pp2pppp/2p2n2/4N2b/P1pP4/2N5/1P2PPPP/R1BQKB1R w KQkq -
305,rn1qkb1r/pp2pppp/2p2n2/4N3/P1pP2b1/2N5/1P2PPPP/R1BQKB1R b KQkq -
3549,rn1qkb1r/pp2pppp/2p2n2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R b KQkq -
384,rn1qkb1r/pp2pppp/2p2n2/5b2/2QP4/2N2N2/PP2PPPP/R1B1KB1R b KQkq -
1251,rn1qkb1r/pp2pppp/2p2n2/5b2/2QP4/5NP1/PP2PP1P/RNB1KB1R b KQkq -
1014,rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP3N/2N5/1P2PPPP/R1BQKB1R b KQkq -
3996,rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP4/2N1PN2/1P3PPP/R1BQKB1R b KQkq -
141,rn1qkb1r/pp2pppp/2p2n2/7b/P1pP2PN/2N4P/1P2PP2/R1BQKB1R b KQkq -
144,rn1qkb1r/pp2pppp/2p2n2/7b/P1pP3N/2N4P/1P2PPP1/R1BQKB1R w KQkq -
171,rn1qkb1r/pp2pppp/2p2n2/8/2QP2b1/2N2N2/PP2PPPP/R1B1KB1R b KQkq -
218,rn1qkb1r/pp2pppp/2p2n2/8/2QP2b1/5N2/PP1NPPPP/R1B1KB1R b KQkq -
150,rn1qkb1r/pp2pppp/2p2n2/8/P1pP2bN/2N4P/1P2PPP1/R1BQKB1R b KQkq -
164,rn1qkb1r/pp2pppp/2p2n2/8/P1pP2bN/2N5/1P2PPPP/R1BQKB1R w KQkq -
118,rn1qkb1r/pp2pppp/2p2nN1/8/P1pP2P1/2N4P/1P2PP2/R1BQKB1R b KQkq -
249,rn1qkb1r/pp2pppp/2p2nb1/8/3P1N2/6N1/PPP2PPP/R1BQKB1R b KQkq -
117,rn1qkb1r/pp2pppp/2p2nb1/8/3P3P/5NN1/PPP2PP1/R1BQKB1R b KQkq -
230,rn1qkb1r/pp2pppp/2p2nb1/8/3P4/5NN1/PPP2PPP/R1BQKB1R w KQkq -
159,rn1qkb1r/pp2pppp/2p2nb1/8/3P4/6N1/PPP1NPPP/R1BQKB1R w KQkq -
189,rn1qkb1r/pp2pppp/2p2nb1/8/3P4/6NN/PPP2PPP/R1BQKB1R w KQkq -
141,rn1qkb1r/pp2pppp/2p2nb1/8/P1pP2PN/2N4P/1P2PP2/R1BQKB1R w KQkq -
213,rn1qkb1r/pp2pppp/2p5/3nNb2/3P4/8/PPP1BPPP/RNBQ1RK1 b kq -
245,rn1qkb1r/pp2pppp/2p5/3nNb2/3P4/8/PPP1BPPP/RNBQK2R w KQkq -
270,rn1qkb1r/pp2pppp/2p5/3nP3/8/5B2/PPP2PPP/RNBQ1RK1 b kq -
270,rn1qkb1r/pp2pppp/2p5/3np3/3P4/5B2/PPP2PPP/RNBQ1RK1 w kq -
127,rn1qkb1r/pp2pppp/2pp4/3nP3/2PP2b1/5N2/PP2BPPP/RNBQK2R b KQkq -
300,rn1qkb1r/pp2pppp/2pp4/3nP3/3P2b1/5N2/PPP1BPPP/RNBQ1RK1 b kq -
271,rn1qkb1r/pp2pppp/2pp4/3nP3/3P4/5B2/PPP2PPP/RNBQ1RK1 b kq -
270,rn1qkb1r/pp2pppp/2pp4/3nP3/3P4/5b2/PPP1BPPP/RNBQ1RK1 w kq -
132,rn1qkb1r/pp2pppp/5n2/2pb4/8/2N2NP1/PP1PPPBP/R1BQK2R b KQkq -
167,rn1qkb1r/pp2pppp/5n2/2pb4/8/5NP1/PP1PPPBP/RNBQK2R w KQkq -
304,rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/1Q2PN2/PP3PPP/RNB1KB1R b KQkq -
231,rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/1QN1P3/PP3PPP/R1B1KBNR b KQkq -
169,rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq -
150,rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -
433,rn1qkb1r/pp2pppp/5n2/3p1b2/8/1Q3NP1/PP1PPPBP/RNB1K2R b KQkq -
130,rn1qkb1r/pp2pppp/5n2/3pNb2/8/6P1/PP1PPPBP/RNBQK2R w KQkq -
108,rn1qkb1r/pp3p1p/2p1pp2/5b2/2BP4/2P2N2/PP1B1PPP/R2QK2R b KQkq -
399,rn1qkb1r/pp3p1p/2p1pp2/5b2/2BP4/5N2/PPPB1PPP/R2QK2R w KQkq -
167,rn1qkb1r/pp3p1p/2p1pp2/5b2/3P4/1B3N2/PPPB1PPP/R2QK2R b KQkq -
162,rn1qkb1r/pp3p1p/2p1pp2/5b2/3P4/2P2N2/PP3PPP/R1BQKB1R w KQkq -
142,rn1qkb1r/pp3p1p/2p1pp2/5b2/3P4/2P2NP1/PP3P1P/R1BQKB1R b KQkq -
128,rn1qkb1r/pp3p1p/4bp2/3Pp3/8/1N3P2/PPP3PP/RN1QKB1R b KQkq -
129,rn1qkb1r/pp3p1p/4bp2/3pp3/4P3/1N3P2/PPP3PP/RN1QKB1R w KQkq -
237,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1 b kq -
169,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2P5/1P3NP1/PB1PPPBP/RN1QK2R w KQkq -
192,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 w kq -
293,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b kq -
133,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 b kq -
372,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w kq -
151,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/8/1P1P1NP1/P1PNPPBP/R1BQ1RK1 b kq -
166,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/8/1P1P1NP1/PBP1PPBP/RN1Q1RK1 b kq -
109,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/8/1P3NP1/PBPPPPBP/RN1Q1RK1 w kq -
177,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/8/3P1NP1/PPPNPPBP/R1B1QRK1 b kq -
448,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 w kq -
201,rn1qkb1r/pp3pp1/2p1pn1p/4N3/3P3P/3Q2N1/PPP2PP1/R1B1K2R w KQkq -
159,rn1qkb1r/pp3pp1/2p1pn1p/4N3/3P3P/3Q2N1/PPPB1PP1/R3K2R b KQkq -
144,rn1qkb1r/pp3pp1/2p1pn1p/7P/3P1B2/3Q1NN1/PPP2PP1/R3K2R b KQkq -
528,rn1qkb1r/pp3pp1/2p1pn1p/7P/3P4/3Q1NN1/PPP2PP1/R1B1K2R w KQkq -
347,rn1qkb1r/pp3pp1/2p1pn1p/7P/3P4/3Q1NN1/PPPB1PP1/R3K2R b KQkq -
246,rn1qkb1r/pp3pp1/2p1pnp1/3p4/2PP4/2N1P1P1/PP3P1P/R1BQKB1R b KQkq -
234,rn1qkb1r/pp3pp1/2p1pnp1/3p4/2PP4/2N1P3/PP1B1PPP/R2QKB1R b KQkq -
844,rn1qkb1r/pp3pp1/2p1pnp1/3p4/2PP4/2N1P3/PP3PPP/R1BQKB1R w KQkq -
104,rn1qkb1r/pp3pp1/2p1pnp1/3p4/2PP4/2N1PP2/PP4PP/R1BQKB1R w KQkq -
117,rn1qkb1r/pp3pp1/2p1pnp1/3p4/2PP4/2NBP3/PP3PPP/R1BQK2R b KQkq -
120,rn1qkb1r/pp3pp1/2p1pnp1/3p4/2PP4/P1N1P3/1P3PPP/R1BQKB1R b KQkq -
105,rn1qkb1r/pp3pp1/2p2n1p/3p1b2/3P3B/2N1PN2/PP3PPP/R2QKB1R b KQkq -
156,rn1qkb1r/pp3pp1/2p2n1p/3p1b2/3P3B/2N2N2/PP2PPPP/R2QKB1R w KQkq -
100,rn1qkb1r/pp3pp1/2p2np1/4P3/8/6N1/PPP2PPP/R1BQKB1R b KQkq -
134,rn1qkb1r/pp3pp1/2p2np1/4p3/3P4/6N1/PPP2PPP/R1BQKB1R w KQkq -
130,rn1qkb1r/pp3pp1/4pn1p/2p4P/3P4/3Q1NN1/PPPB1PP1/R3K2R w KQkq -
103,rn1qkb1r/pp3ppb/2p1pn1p/4N3/2BP3P/6N1/PPP1QPP1/R1B1K2R b KQkq -
114,rn1qkb1r/pp3ppb/2p1pn1p/4N3/2BP3P/6N1/PPP2PP1/R1BQK2R w KQkq -
249,rn1qkb1r/pp3ppb/2p1pn1p/8/2BP1N1P/6N1/PPP2PP1/R1BQK2R w KQkq -
102,rn1qkb1r/pp3ppp/1n1pp3/8/2PP2b1/5N2/PP2BPPP/RNBQK2R w KQkq -
115,rn1qkb1r/pp3ppp/2b1pn2/2p5/8/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq -
296,rn1qkb1r/pp3ppp/2bpp3/3nP3/3P4/P2B1N2/1P3PPP/RNBQ1RK1 b kq -
298,rn1qkb1r/pp3ppp/2bpp3/3nP3/3P4/P2B1N2/1P3PPP/RNBQK2R w KQkq -
271,rn1qkb1r/pp3ppp/2p1p3/3nP3/8/5B2/PPP2PPP/RNBQ1RK1 w kq -
624,rn1qkb1r/pp3ppp/2p1pN2/5b2/2BP4/5N2/PPPB1PPP/R2QK2R b KQkq -
625,rn1qkb1r/pp3ppp/2p1pn2/3N1b2/2BP4/5N2/PPPB1PPP/R2QK2R w KQkq -
133,rn1qkb1r/pp3ppp/2p1pn2/3P1b2/8/5NP1/PP1PPPBP/RNBQ1RK1 b kq -
135,rn1qkb1r/pp3ppp/2p1pn2/3P4/6b1/5NP1/PP1PPPBP/RNBQ1RK1 b kq -
113,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2P5/1P2PN2/PB1PBPPP/RN1QK2R b KQkq -
240,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 b kq -
401,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2P5/1P3NP1/PB1PPPBP/RN1QK2R b KQkq -
245,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 b kq -
102,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP1B2/1QN1P3/PP3PPP/R3KBNR b KQkq -
147,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq -
3401,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP3N/2N1P3/PP3PPP/R1BQKB1R b KQkq -
198,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/1QN1PN2/PP3PPP/R1B1KB1R b KQkq -
314,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq -
152,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQkq -
429,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/2NBPN2/PP3PPP/R1BQK2R b KQkq -
482,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -
129,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1 b kq -
115,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/3P4/5NP1/PPPNPPBP/R1BQ1RK1 b kq -
204,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/8/1P3NP1/PBPPPPBP/RN1Q1RK1 b kq -
367,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 b kq -
296,rn1qkb1r/pp3ppp/2p1pn2/3p3b/2PP2P1/2N1PN1P/PP3P2/R1BQKB1R b KQkq -
421,rn1qkb1r/pp3ppp/2p1pn2/3p3b/2PP4/2N1PN1P/PP3PP1/R1BQKB1R w KQkq -
143,rn1qkb1r/pp3ppp/2p1pn2/3p4/2P3b1/1P2PN2/PB1PBPPP/RN1QK2R b KQkq -
108,rn1qkb1r/pp3ppp/2p1pn2/3p4/2P3b1/1P3NP1/P2PPPBP/RNBQ1RK1 b kq -
249,rn1qkb1r/pp3ppp/2p1pn2/3p4/2P3b1/3P1NP1/PP2PPBP/RNBQ1RK1 b kq -
177,rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP2b1/1QN1PN2/PP3PPP/R1B1KB1R b KQkq -
472,rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP2b1/2N1PN1P/PP3PP1/R1BQKB1R b KQkq -
361,rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP2bN/1QN1P3/PP3PPP/R1B1KB1R b KQkq -
385,rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP2bN/2N1P3/PP3PPP/R1BQKB1R w KQkq -
696,rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PQ1P/PP3PP1/R1B1KB1R b KQkq -
274,rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1Pb1P/PP3PP1/R1BQKB1R w KQkq -
343,rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP4/2NQPN2/PP3PPP/R1B1K2R b KQkq -
