#Event,WhiteElo,BlackElo,Result
19709,2301,2130,1-0
19710,2632,2542,1-0
19711,2402,2229,1-0
19712,2677,2459,0-1
19713,2692,2426,1-0
19714,2220,2451,0-1
19715,1960,2144,0-1
19716,2296,1994,1-0
19717,1873,1578,1-0
19718,2321,2515,1/2-1/2
19719,1867,2008,0-1
19720,2625,2380,1/2-1/2
19721,2238,2443,1-0
19722,2505,2196,1-0
19723,1890,2257,0-1
19724,2098,2276,1-0
19725,2332,2370,1/2-1/2
19726,2206,2301,1/2-1/2
19727,2326,2509,0-1
19728,2065,1990,1-0
19729,2355,2115,1-0
19730,2239,2312,0-1
19731,1555,1722,1/2-1/2
19732,2239,2035,1/2-1/2
19733,2625,2484,1-0
19734,2500,2531,1/2-1/2
19735,2307,2007,1-0
19736,2466,2213,1-0
19737,2473,2222,1-0
19738,2575,2544,1-0
19739,2378,2787,0-1
19740,2429,2379,0-1
19741,2313,2225,0-1
19742,2462,2182,1-0
19743,2166,1929,1-0
19744,2118,1795,1-0
19745,2027,2313,1-0
19746,2622,2406,1-0
19747,2753,2751,0-1
19748,2203,2047,1/2-1/2
19749,2166,1853,1/2-1/2
19750,2098,2006,1-0
19751,1983,2141,0-1
19752,2429,2559,1/2-1/2
19753,1394,1537,1/2-1/2
19754,2641,2645,1/2-1/2
19755,1875,1659,1/2-1/2
19756,2726,2816,1/2-1/2
19757,2444,2450,1/2-1/2
19758,1922,2151,1/2-1/2
19759,2317,2472,0-1
19760,2229,1841,1-0
19761,2121,1881,1-0
19762,2083,2492,0-1
19763,2130,1844,1-0
19764,2020,2015,1/2-1/2
19765,2242,1681,1-0
19766,2258,2321,1/2-1/2
19767,1608,2092,1/2-1/2
19768,2144,2072,1-0
19769,1682,1781,0-1
19770,2601,2450,1/2-1/2
19771,2006,2025,0-1
19772,2074,2009,1/2-1/2
19773,2010,2121,0-1
19774,1920,1381,1/2-1/2
19775,1891,2326,0-1
19776,2722,2589,1/2-1/2
19777,2495,2501,1/2-1/2
19778,1704,2124,1/2-1/2
19779,2247,2098,1/2-1/2
19780,2293,2579,0-1
19781,2023,2348,0-1
19782,2269,2081,1-0
19783,2635,2567,1/2-1/2
19784,2491,2069,1-0
19785,2147,2340,0-1
19786,2165,1985,1/2-1/2
19787,2271,2277,1-0
19788,2638,2581,1-0
19789,2556,2696,1-0
19790,2237,2292,1/2-1/2
19791,2152,2188,1/2-1/2
19792,2496,2666,1-0
19793,1734,1866,0-1
19794,1976,1670,1-0
19795,2123,2267,0-1
19796,2531,2515,1/2-1/2
19797,1916,2097,0-1
19798,2486,2339,1-0
19799,2384,2320,1-0
19800,2282,1984,1/2-1/2
19801,2568,2268,1-0
19802,2168,2448,0-1
19803,2508,2225,0-1
19804,1712,1883,0-1
19805,2469,2376,1-0
19806,2200,2044,1-0
19807,2267,2338,1-0
19808,2498,2392,1/2-1/2
19809,2330,2343,1/2-1/2
19810,1932,2087,1/2-1/2
19811,1861,2150,1-0
19812,1999,2049,0-1
19813,2422,1880,1-0
19814,2162,1861,0-1
19815,2030,1987,1/2-1/2
19816,2302,2006,1-0
19817,1994,2564,0-1
19818,2359,2227,1-0
19819,2468,2446,1-0
19820,2264,2422,1-0
19821,2298,2267,1/2-1/2
19822,2526,2701,1/2-1/2
19823,2498,2293,1-0
19824,1780,2021,0-1
19825,2572,2383,1-0
19826,2661,2383,1/2-1/2
19827,2137,2322,0-1
19828,2108,2460,0-1
19829,2501,2507,1/2-1/2
19830,2471,2237,1-0
19831,1962,2323,0-1
19832,2506,2338,0-1
19833,2338,2548,1/2-1/2
19834,2731,2757,0-1
19835,2682,2488,1-0
19836,2705,1856,1-0
19837,2497,2498,1-0
19838,2005,2353,1/2-1/2
19839,1673,1881,0-1
19840,2348,2365,1/2-1/2
19841,2447,2427,1/2-1/2
19842,2362,2234,1-0
19843,1858,2219,0-1
19844,2534,2316,1-0
19845,2330,2040,1/2-1/2
19846,1952,2060,1-0
19847,1970,2483,0-1
19848,1882,2111,1/2-1/2
19849,2321,2077,1/2-1/2
19850,2700,2566,1-0
19851,1764,2424,0-1
19852,2492,2619,0-1
19853,2285,1903,1-0
19854,2227,2405,0-1
19855,2520,2624,1/2-1/2
19856,1736,2047,0-1
19857,2253,2088,0-1
19858,2336,2418,1/2-1/2
19859,2284,2100,1-0
19860,2044,1780,1/2-1/2
19861,1958,1836,1-0
19862,2243,2245,1-0
19863,1961,2172,0-1
19864,2074,2368,1/2-1/2
19865,2246,1934,1-0
19866,1683,2165,0-1
19867,2317,2047,1-0
19868,2409,2357,1-0
19869,2364,2105,1/2-1/2
19870,2429,2269,0-1
19871,2251,2180,1-0
19872,2607,2078,1-0
19873,2261,2204,1-0
19874,2374,1916,1/2-1/2
19875,1795,1849,1/2-1/2
19876,2132,2046,1/2-1/2
19877,2380,2227,1-0
19878,2227,2402,1-0
19879,2670,2183,1-0
19880,2562,2276,1-0
19881,2177,2520,1/2-1/2
19882,2439,2187,1-0
19883,2130,1894,1/2-1/2
19884,2188,2174,1/2-1/2
19885,2482,2437,1-0
19886,2252,1828,1-0
19887,1954,2424,0-1
19888,2181,2265,1/2-1/2
19889,2351,2456,1/2-1/2
19890,2480,2310,1-0
19891,2252,2448,1/2-1/2
19892,1992,1792,0-1
19893,2043,2486,0-1
19894,2132,1946,0-1
19895,1845,1679,1-0
19896,2383,2534,1/2-1/2
19897,2624,2059,1-0
19898,2270,2527,1/2-1/2
19899,2526,2237,1-0
19900,2349,2427,1-0
19901,2488,2174,0-1
19902,2308,2161,1-0
19903,1797,2078,0-1
19904,2116,1793,0-1
19905,1706,1575,0-1
19906,2154,1935,1-0
19907,2561,2520,1-0
19908,2480,2297,1-0
19909,1857,2245,0-1
19910,1355,2403,0-1
19911,1324,1669,0-1
19912,1605,1914,0-1
19913,2097,1966,1-0
19914,2466,2255,1-0
19915,2066,2263,0-1
19916,1738,2288,0-1
19917,1943,2001,1-0
19918,2230,2503,0-1
19919,2417,2471,1/2-1/2
19920,2539,2645,0-1
19921,2407,2088,1-0
19922,1992,1794,1-0
19923,2158,2113,1-0
19924,2696,2642,1/2-1/2
19925,1914,1803,1-0
19926,1514,1856,0-1
19927,2773,2734,0-1
19928,1791,1626,1/2-1/2
19929,2147,2006,1/2-1/2
19930,2189,1992,1/2-1/2
19931,2562,2710,1/2-1/2
19932,2283,1937,0-1
19933,2334,2244,1-0
19934,2069,2287,1/2-1/2
19935,1904,1600,0-1
19936,2651,2657,1-0
19937,2005,2108,0-1
19938,2523,2245,1/2-1/2
19939,2431,2151,1-0
19940,1996,2109,1/2-1/2
19941,2560,2459,1-0
19942,2555,2240,1-0
19943,2367,2037,1-0
19944,2055,2010,0-1
19945,2407,2428,1/2-1/2
19946,2686,2313,1-0
19947,2528,2222,1-0
19948,2178,2292,1/2-1/2
19949,2389,2464,0-1
19950,2220,1941,1-0
19951,2405,2279,1-0
19952,1880,2177,0-1
19953,2639,2606,1-0
19954,2038,1649,1-0
19955,2153,1808,1-0
19956,2249,2306,1/2-1/2
19957,1800,1981,0-1
19958,2428,2220,1-0
19959,2252,2335,1/2-1/2
19960,2289,2537,0-1
19961,1546,1756,1-0
19962,1975,2214,1-0
19963,2006,1882,1-0
19964,2091,1761,1-0
19965,2297,1995,1/2-1/2
19966,2342,2541,1/2-1/2
19967,2320,2462,1/2-1/2
19968,2417,2104,0-1
19969,1788,2035,0-1
19970,2256,2130,0-1
19971,2435,2330,1-0
19972,2238,2465,0-1
19973,2662,2363,1-0
19974,1945,2245,0-1
19975,2167,2143,0-1
19976,2696,2607,1-0
19977,2231,2347,1-0
19978,2227,2227,0-1
19979,2414,1713,1-0
19980,2168,1992,1-0
19981,2430,1889,1-0
19982,2700,2245,1-0
19983,2358,2331,0-1
19984,2518,2619,1/2-1/2
19985,2417,1993,1-0
19986,2060,1809,1-0
19987,2355,2218,1-0
19988,1909,2211,0-1
19989,2198,2369,0-1
19990,1789,2213,0-1
19991,2474,2276,1-0
19992,1981,2298,0-1
19993,2435,2594,0-1
19994,2503,2335,1/2-1/2
19995,1798,1752,1-0
19996,2042,1571,1-0
19997,2542,2393,0-1
19998,2335,2436,0-1
19999,1732,2008,0-1
20000,2522,2603,0-1
20001,1690,2248,1/2-1/2
20002,2320,2423,0-1
20003,1963,1798,1-0
20004,1881,2141,0-1
20005,1647,1399,1/2-1/2
20006,1803,2215,0-1
20007,2107,2388,1/2-1/2
20008,2643,2556,1-0
20009,2198,2117,0-1
20010,2213,1898,1-0
20011,1676,1528,1-0
20012,2198,2521,0-1
20013,2398,2187,1-0
20014,2543,2605,1/2-1/2
20015,2005,1912,1/2-1/2
20016,2715,2707,1/2-1/2
20017,2305,2458,0-1
20018,2096,2028,1-0
20019,2381,2212,1-0
20020,2024,2269,0-1
20021,2262,2174,1/2-1/2
20022,2308,1979,1-0
20023,2572,2679,0-1
20024,2431,2192,1-0
20025,2399,2025,1-0
20026,2341,2097,1-0
20027,2608,2277,1-0
20028,2687,2617,1/2-1/2
20029,2597,2404,1-0
20030,2392,2377,1/2-1/2
20031,2030,2027,1/2-1/2
20032,2651,2498,1/2-1/2
20033,2172,2049,1/2-1/2
20034,2201,2183,1-0
20035,2130,2327,1/2-1/2
20036,2163,2520,0-1
20037,2723,2721,1/2-1/2
20038,1805,2132,0-1
20039,1801,1614,1-0
20040,2577,2711,1/2-1/2
20041,2674,2397,1-0
20042,1573,2023,0-1
20043,1941,2215,0-1
20044,2491,2491,1/2-1/2
20045,2254,2387,1-0
20046,2397,2549,1/2-1/2
20047,2572,2384,1-0
20048,2012,1908,1-0
20049,2387,2216,1-0
20050,2637,1782,1-0
20051,2563,2620,0-1
20052,2241,2312,1/2-1/2
20053,2376,2293,1-0
20054,2340,2212,1-0
20055,2274,2352,0-1
20056,1812,2043,0-1
20057,2269,2439,1/2-1/2
20058,2354,2150,1-0
20059,2330,2131,0-1
20060,2388,1783,1-0
20061,2339,2224,1/2-1/2
20062,2069,1959,1/2-1/2
20063,2317,2228,0-1
20064,2698,2733,1/2-1/2
20065,2375,1940,1-0
20066,2337,2347,1-0
20067,1880,2044,1-0
20068,2331,2300,1/2-1/2
20069,2097,2442,1-0
20070,2128,2335,1/2-1/2
20071,1957,2074,0-1
20072,2212,1950,1-0
20073,1708,2016,0-1
20074,2579,2277,1/2-1/2
20075,2015,1790,1-0
20076,2088,2426,0-1
20077,2191,1998,1-0
20078,2457,2446,1/2-1/2
20079,2185,2021,1-0
20080,2517,2333,1-0
20081,1647,1602,1-0
20082,2226,2489,0-1
20083,2379,2303,0-1
20084,2274,2077,1-0
20085,2445,1841,1-0
20086,2721,2783,1-0
20087,1534,1781,0-1
20088,2115,1960,1-0
20089,1492,1860,0-1
20090,2360,2390,1/2-1/2
20091,2442,2425,1/2-1/2
20092,1982,2041,0-1
20093,2613,2478,0-1
20094,2485,2326,1-0
20095,2185,2112,1-0
20096,2605,2495,1-0
20097,2754,2721,0-1
20098,1884,2228,1-0
20099,2575,2030,1-0
20100,2518,2518,1/2-1/2
20101,1749,1514,1-0
20102,2510,2213,1-0
20103,2724,2565,1-0
20104,1537,1860,0-1
20105,2399,2559,0-1
20106,2259,2125,1-0
20107,1984,1674,0-1
20108,2560,2315,1-0
20109,2098,2222,0-1
20110,2612,2543,1-0
20111,1605,2012,0-1
20112,1922,1899,1-0
20113,2427,2542,0-1
20114,2178,1897,1-0
20115,2349,2213,1/2-1/2
20116,2170,2364,0-1
20117,2209,2435,0-1
20118,2278,2449,0-1
20119,2312,2237,1-0
20120,2093,2257,0-1
20121,2625,2701,1/2-1/2
20122,2484,2027,1-0
20123,2188,2384,1/2-1/2
20124,2713,2757,1/2-1/2
20125,1893,2457,0-1
20126,2092,2186,1/2-1/2
20127,2685,2622,1/2-1/2
20128,2533,2635,1-0
20129,2370,2435,1-0
20130,1520,1711,0-1
20131,2632,2656,0-1
20132,2064,1888,1/2-1/2
20133,2427,2528,1/2-1/2
20134,2318,2304,1/2-1/2
20135,2168,1713,1-0
20136,2112,1863,1-0
20137,2501,2606,1-0
20138,2468,2314,1-0
20139,2022,2163,1-0
20140,2411,2461,1-0
20141,2432,2440,1-0
20142,2359,2421,1/2-1/2
20143,1998,2102,1/2-1/2
20144,2650,2614,1/2-1/2
20145,2150,2081,0-1
20146,2509,2456,1-0
20147,2281,2115,0-1
20148,2567,2629,0-1
20149,2103,2186,1-0
20150,2412,2386,1/2-1/2
20151,2500,2149,0-1
20152,2044,1786,1-0
20153,2257,2162,1/2-1/2
20154,1683,2157,0-1
20155,2299,2254,1-0
20156,2093,2347,1-0
20157,2103,2170,1/2-1/2
20158,2473,2068,1-0
20159,2490,2453,1/2-1/2
20160,2065,2266,0-1
20161,1734,1531,1-0
20162,2374,2390,1-0
20163,2248,2303,1-0
20164,2562,2300,1-0
20165,2190,2573,0-1
20166,2161,1955,1/2-1/2
20167,2000,2438,1/2-1/2
20168,2553,2320,1-0
20169,2373,2382,1/2-1/2
20170,1839,2276,0-1
20171,2457,2362,1-0
20172,1680,1947,1/2-1/2
20173,1947,1747,1-0
20174,2347,2250,1-0
20175,2648,2380,1-0
20176,2579,2442,1-0
20177,2077,1903,1-0
20178,2354,2459,1-0
20179,2072,2437,0-1
20180,2286,2451,1/2-1/2
20181,2037,2352,0-1
20182,2215,1956,1/2-1/2
20183,2464,2385,1-0
20184,2112,1808,1-0
20185,1949,2315,0-1
20186,2610,2504,1-0
20187,2274,2358,1-0
20188,1928,2164,1/2-1/2
20189,2502,2524,1/2-1/2
20190,2458,2114,1-0
20191,1971,2242,1/2-1/2
20192,2458,2526,1/2-1/2
20193,2376,2629,1/2-1/2
20194,2101,1922,1-0
20195,2410,2140,1-0
20196,2288,2441,1/2-1/2
20197,2222,2149,1-0
20198,2159,2307,0-1
20199,2202,2158,1/2-1/2
20200,2398,2729,0-1
20201,2315,2447,1/2-1/2
20202,2157,2305,1/2-1/2
20203,2065,1803,1/2-1/2
20204,2101,2238,1-0
20205,2408,2106,1-0
20206,2312,2499,0-1
20207,2610,2620,1/2-1/2
20208,2612,2582,1-0
20209,2054,2126,0-1
20210,1806,1845,1/2-1/2
20211,2215,1965,1-0
20212,2575,2664,1-0
20213,2160,1709,1-0
20214,2536,2422,1/2-1/2
20215,2332,2663,0-1
20216,2039,1929,1-0
20217,2217,2017,0-1
20218,2778,2684,1-0
20219,2524,2340,1-0
20220,2222,2355,1-0
20221,2358,2371,1/2-1/2
20222,1954,2082,1/2-1/2
20223,2317,2412,0-1
20224,2297,2363,0-1
20225,2567,2359,1-0
20226,2345,2339,0-1
20227,2083,1645,1-0
20228,2245,1963,1-0
20229,2243,2256,1-0
20230,2459,2556,0-1
20231,2379,2618,0-1
20232,2406,2304,1-0
20233,2312,2540,0-1
20234,2471,2340,1-0
20235,2401,2457,1/2-1/2
20236,2119,1938,1-0
20237,2352,1982,1-0
20238,2514,2421,1/2-1/2
20239,2444,2034,1-0
20240,2378,2287,1/2-1/2
20241,2545,2511,1-0
20242,2388,2521,0-1
20243,1945,2023,1-0
20244,1828,2195,0-1
20245,2433,2470,0-1
20246,2405,2592,1-0
20247,2522,2054,1-0
20248,1966,2053,1-0
20249,1951,2054,0-1
20250,2293,2116,1-0
20251,2527,2282,1-0
20252,2327,2518,0-1
20253,2763,2548,1/2-1/2
20254,2191,2360,1-0
20255,2237,2306,0-1
20256,2201,2327,1-0
20257,2546,2775,1-0
20258,2554,2480,1/2-1/2
20259,1990,1661,1-0
20260,2429,2452,1/2-1/2
20261,2297,2400,1/2-1/2
20262,2709,2801,1/2-1/2
20263,2679,2617,1/2-1/2
20264,1979,2251,0-1
20265,2074,2433,0-1
20266,2442,2261,1/2-1/2
20267,2245,1938,1-0
20268,2707,2163,1-0
20269,1737,1797,1/2-1/2
20270,2566,2412,0-1
20271,2622,2657,0-1
20272,1648,1854,0-1
20273,2544,2637,1/2-1/2
20274,2309,2457,1/2-1/2
20275,2025,2200,1/2-1/2
20276,2538,2485,1/2-1/2
20277,1959,2345,1/2-1/2
20278,2452,2275,1/2-1/2
20279,2300,2423,0-1
20280,1482,1688,1/2-1/2
20281,2010,1924,1-0
20282,2255,2118,1/2-1/2
20283,1659,1784,0-1
20284,2460,2402,1-0
20285,2433,2559,1/2-1/2
20286,2287,2565,0-1
20287,2216,2182,1-0
20288,2456,2132,1-0
20289,2198,2537,0-1
20290,1928,2191,1/2-1/2
20291,1595,1924,0-1
20292,1897,2106,1/2-1/2
20293,2430,2363,1-0
20294,2361,2143,1-0
20295,1708,1912,1/2-1/2
20296,2490,2191,1-0
20297,2414,2339,1/2-1/2
20298,2345,1840,1-0
20299,2283,2082,1-0
20300,2007,1758,0-1
20301,2038,1936,1-0
20302,2077,2293,1/2-1/2
20303,2338,2041,1-0
20304,2003,2150,0-1
20305,2496,2358,1-0
20306,2410,2171,1/2-1/2
20307,2698,2261,1-0
20308,2499,2421,1-0
20309,2738,2525,1-0
20310,1823,1699,1-0
20311,2142,2011,0-1
20312,2537,2575,1/2-1/2
20313,2395,1990,1-0
20314,1934,2517,0-1
20315,1717,2174,0-1
20316,1947,2094,0-1
20317,2231,2176,1/2-1/2
20318,2250,1991,1-0
20319,1978,2505,0-1
20320,2248,2438,1-0
20321,1936,2083,1-0
20322,2349,2104,1-0
20323,2271,2046,1-0
20324,2641,2571,1/2-1/2
20325,2154,2338,0-1
20326,2707,2555,1/2-1/2
20327,1989,2166,1/2-1/2
20328,1896,2028,0-1
20329,2210,2504,0-1
20330,1787,1684,1-0
20331,1924,2088,1-0
20332,2326,2352,1-0
20333,2276,2434,1/2-1/2
20334,2387,2260,1-0
20335,2642,2589,1/2-1/2
20336,2397,2245,0-1
20337,1976,1605,1-0
20338,2499,2483,1/2-1/2
20339,2473,1990,0-1
20340,2319,1999,1-0
20341,2098,1901,1-0
20342,1916,2304,0-1
20343,2403,1989,1-0
20344,2003,2126,1-0
20345,1540,1872,0-1
20346,2083,2325,0-1
20347,2115,1834,1-0
20348,2612,2641,1-0
20349,2083,2405,0-1
20350,2274,2579,0-1
20351,2338,2468,1/2-1/2
20352,2284,2523,0-1
20353,2285,2168,0-1
20354,2523,2518,1/2-1/2
20355,2234,2115,0-1
20356,2734,2763,1/2-1/2
20357,1960,1499,1-0
20358,2514,2405,0-1
20359,2554,2557,0-1
20360,2594,2642,1/2-1/2
20361,2272,2267,1-0
20362,2344,2455,1-0
20363,2654,2177,1-0
20364,2059,1808,1-0
20365,2527,2248,1/2-1/2
20366,2555,2389,1-0
20367,2326,2062,1-0
20368,2016,2261,1-0
20369,2304,2292,1/2-1/2
20370,2525,2565,1-0
20371,2621,2687,1/2-1/2
20372,2727,2577,1-0
20373,2433,2402,1-0
20374,2020,2078,0-1
20375,2209,1752,1-0
20376,2439,2582,1/2-1/2
20377,2028,2438,0-1
20378,2256,2124,1-0
20379,2372,1926,1-0
20380,2493,2372,1-0
20381,1994,1793,1/2-1/2
20382,2404,2663,0-1
20383,2129,1803,1-0
20384,2155,2158,1/2-1/2
20385,2562,2276,1-0
20386,2127,1932,1-0
20387,2205,2020,1-0
20388,1419,2032,1-0
20389,2185,1978,1-0
20390,2225,2243,1/2-1/2
20391,1909,2210,1-0
20392,1999,2272,0-1
20393,2238,2448,0-1
20394,2376,2346,1-0
20395,1961,2172,0-1
20396,2335,2543,0-1
20397,2446,1982,1-0
20398,2273,1970,1-0
20399,2455,2674,1/2-1/2
20400,2176,2331,0-1
20401,2492,2075,1-0
20402,1641,1962,0-1
20403,2625,2699,1/2-1/2
20404,2128,2306,0-1
20405,2193,2099,1-0
20406,2518,2404,1-0
20407,2379,2510,1/2-1/2
20408,2233,1910,1-0
20409,2274,2198,0-1
20410,1935,1802,1-0
20411,2267,2123,0-1
20412,2528,2434,0-1
20413,2530,2334,1/2-1/2
20414,2027,1824,0-1
20415,2522,2631,1/2-1/2
20416,2368,2470,0-1
20417,1852,1657,1-0
20418,2616,2660,1/2-1/2
20419,2203,2428,0-1
20420,1831,2115,0-1
20421,2451,2072,1-0
20422,2246,2480,0-1
20423,2495,2601,1-0
20424,2455,2574,1/2-1/2
20425,1824,2012,1-0
20426,1848,2128,0-1
20427,2282,2368,1-0
20428,2430,2500,1/2-1/2
20429,2011,2197,0-1
20430,2460,2448,1/2-1/2
20431,1642,2339,0-1
20432,2281,2550,1-0
20433,2586,2435,0-1
20434,2309,2279,0-1
20435,2184,2292,0-1
20436,2394,2466,1/2-1/2
20437,2156,1965,1-0
20438,2117,2273,0-1
20439,1789,1928,0-1
20440,2051,2369,1-0
20441,2170,2131,1-0
20442,2179,1744,1-0
20443,2365,2210,0-1
20444,2439,2314,1-0
20445,2701,2616,1-0
20446,2295,1964,1-0
20447,2240,2256,1-0
20448,2502,2475,1/2-1/2
20449,2277,2195,1-0
20450,2024,2031,1/2-1/2
20451,2201,2406,0-1
20452,1882,2078,1/2-1/2
20453,2300,2532,0-1
20454,2338,2489,1/2-1/2
20455,2577,2233,1/2-1/2
20456,2313,2406,0-1
20457,2546,2247,1-0
20458,2204,1915,1-0
20459,2497,2017,1-0
20460,2554,2461,1/2-1/2
20461,2251,2466,1/2-1/2
20462,2722,2562,1-0
20463,2320,2460,0-1
20464,2413,2641,0-1
20465,2184,2440,1/2-1/2
20466,2136,2353,1-0
20467,2157,2205,0-1
20468,2444,2189,1-0
20469,2473,2373,0-1
20470,2668,2697,1/2-1/2
20471,2033,1960,0-1
20472,2391,2443,1/2-1/2
20473,2557,2336,1-0
20474,2028,1822,1-0
20475,1989,1848,1-0
20476,2572,2391,1-0
20477,2204,1733,1-0
20478,1985,1858,0-1
20479,2463,2245,1-0
20480,2516,2216,0-1
20481,1932,1771,1/2-1/2
20482,2236,2220,1-0
20483,1867,1560,1-0
20484,2614,2305,1-0
20485,2172,1997,1-0
20486,2446,2188,1/2-1/2
20487,2298,2199,1-0
20488,2546,2683,0-1
20489,1747,1875,0-1
20490,2519,2705,1-0
20491,2526,2625,1/2-1/2
20492,1960,1546,1-0
20493,2243,2180,0-1
20494,2552,2461,1/2-1/2
20495,2677,2580,1-0
20496,2218,1950,1-0
20497,1674,2092,1-0
20498,2535,1909,1-0
20499,2580,2655,1/2-1/2
20500,2314,2220,1-0
20501,2507,2560,0-1
20502,2497,2375,1-0
20503,2373,2591,1-0
20504,2571,1988,1-0
20505,1878,2331,0-1
20506,1726,1893,0-1
20507,2472,2547,1/2-1/2
20508,2221,2309,1/2-1/2
20509,2297,2248,1-0
20510,2024,1507,1-0
20511,2169,2127,1-0
20512,2282,2388,1/2-1/2
20513,2309,1970,1/2-1/2
20514,2300,2578,0-1
20515,2337,1937,1-0
20516,2539,2422,1/2-1/2
20517,2283,2469,0-1
20518,2332,2056,1-0
20519,2318,2572,0-1
20520,1986,2432,1/2-1/2
20521,2470,2139,1-0
20522,2565,2448,1-0
20523,2394,2506,1/2-1/2
20524,2565,2610,1/2-1/2
20525,1823,2074,0-1
20526,2322,2547,0-1
20527,2259,2012,1/2-1/2
20528,2448,2137,1-0
20529,2170,2064,1-0
20530,2196,1871,1-0
20531,2466,2742,0-1
20532,1965,2086,0-1
20533,2277,2272,1/2-1/2
20534,2081,2257,1/2-1/2
20535,2004,2160,1-0
20536,2534,2325,1/2-1/2
20537,2300,2013,1-0
20538,2136,2455,0-1
20539,2439,2103,1-0
20540,1946,2401,0-1
20541,2214,2507,0-1
20542,2227,2330,0-1
20543,2624,2700,0-1
20544,2535,2403,1/2-1/2
20545,2311,2582,0-1
20546,2107,2134,1/2-1/2
20547,2496,2499,1-0
20548,2506,2708,0-1
20549,2276,2471,0-1
20550,2328,2123,1-0
20551,2589,2470,1/2-1/2
20552,2268,2171,1-0
20553,1815,2460,0-1
20554,2300,2392,0-1
20555,2240,2389,1/2-1/2
20556,2526,2011,1-0
20557,2161,2423,1/2-1/2
20558,2378,2406,1-0
20559,2480,2286,1-0
20560,2477,2437,0-1
20561,2451,2554,1/2-1/2
20562,2118,2336,0-1
20563,2209,2181,1/2-1/2
20564,2489,2391,1-0
20565,2407,2511,1/2-1/2
20566,2312,2488,1-0
20567,2115,1946,1/2-1/2
20568,2290,2576,1/2-1/2
20569,2129,2498,0-1
20570,2034,1850,1-0
20571,2489,2310,1-0
20572,2547,2499,1-0
20573,2577,2513,1/2-1/2
20574,2315,2482,1/2-1/2
20575,2344,1858,1/2-1/2
20576,2502,2502,1-0
20577,2152,2385,0-1
20578,2369,2042,1-0
20579,2396,2026,1-0
20580,2405,2341,1/2-1/2
20581,2414,2072,1/2-1/2
20582,1900,2073,1-0
20583,1877,1905,1-0
20584,1875,2030,0-1
20585,1993,2039,0-1
20586,1810,1843,1-0
20587,2079,2099,0-1
20588,2167,2057,1/2-1/2
20589,2113,1864,1/2-1/2
20590,2742,2720,1/2-1/2
20591,2545,2616,1/2-1/2
20592,2024,1716,1-0
20593,2133,2481,1/2-1/2
20594,2102,2237,0-1
20595,1964,2203,0-1
20596,2529,2438,1/2-1/2
20597,2200,2482,0-1
20598,2529,2302,1-0
20599,2324,2165,1/2-1/2
20600,2739,2503,1-0
20601,2337,2235,1/2-1/2
20602,1844,2101,1-0
20603,2148,2371,0-1
20604,2522,1757,1/2-1/2
20605,2437,2188,1-0
20606,2188,2312,0-1
20607,2310,2457,1-0
20608,1901,1445,1-0
20609,1998,2291,0-1
20610,2394,2414,1-0
20611,2401,2376,1-0
20612,2166,2296,1/2-1/2
20613,1952,1718,1-0
20614,1490,1641,0-1
20615,2656,2689,1-0
20616,2276,2068,1-0
20617,2577,2539,1/2-1/2
20618,2209,2212,0-1
20619,2176,2264,1/2-1/2
20620,2201,2293,0-1
20621,2284,2421,1-0
20622,2361,2084,1-0
20623,1937,2064,0-1
20624,2059,2354,0-1
20625,2084,2332,0-1
20626,2498,2306,1-0
20627,2198,2214,1-0
20628,1651,1860,1/2-1/2
20629,1734,2017,1-0
20630,2305,2162,0-1
20631,2268,2278,0-1
20632,1667,2132,1/2-1/2
20633,2196,2322,1/2-1/2
20634,2625,2602,1/2-1/2
20635,2526,2548,0-1
20636,2442,2299,1/2-1/2
20637,2245,2415,1/2-1/2
20638,2662,2114,1-0
20639,2469,2360,1-0
20640,2247,1910,1/2-1/2
20641,2531,2250,1-0
20642,2037,1995,1/2-1/2
20643,1704,2364,0-1
20644,2137,2111,1/2-1/2
20645,2168,2564,0-1
20646,2429,2473,1-0
20647,2520,2480,1/2-1/2
20648,2490,2458,1/2-1/2
20649,2413,2270,1/2-1/2
20650,2202,2347,1/2-1/2
20651,2217,2205,0-1
20652,2019,1933,0-1
20653,2382,2453,1/2-1/2
20654,2432,2252,1/2-1/2
20655,2443,2556,1/2-1/2
20656,2550,2481,1-0
20657,2639,2537,1-0
20658,2648,2469,1-0
20659,2302,2483,0-1
20660,2093,2287,0-1
20661,1983,1967,1-0
20662,1611,1874,1/2-1/2
20663,2181,2121,1/2-1/2
20664,2621,2653,1/2-1/2
20665,2350,2008,1-0
20666,2666,2580,1-0
20667,2466,2321,0-1
20668,2481,2410,0-1
20669,1736,1833,0-1
20670,2582,2142,1-0
20671,1965,2298,0-1
20672,1755,1980,1/2-1/2
20673,1873,2093,1-0
20674,2435,2300,1-0
20675,2076,2252,1/2-1/2
20676,2616,2560,1/2-1/2
20677,2286,2048,1-0
20678,1137,1331,1-0
20679,2620,2441,1/2-1/2
20680,2141,2249,0-1
20681,2582,2489,1/2-1/2
20682,2288,1743,1-0
20683,2098,2082,1/2-1/2
20684,1880,1691,1-0
20685,1847,2025,0-1
20686,2674,2488,0-1
20687,2335,2606,0-1
20688,2248,2438,1-0
20689,2499,2385,1-0
20690,2220,2299,1-0
20691,2205,2137,1-0
20692,2496,2427,1-0
20693,1910,2161,0-1
20694,2449,2613,0-1
20695,2081,1853,0-1
20696,2604,2692,1/2-1/2
