Event,WhiteElo,BlackElo
44715,2157,2120
44716,2405,2377
44717,2295,2394
44718,2409,2233
44719,2327,2351
44720,2337,2304
44721,2305,2358
44722,1805,2202
44723,2187,2241
44724,2417,2408
44725,2295,2370
44726,2415,2110
44727,2382,2336
44728,2196,2344
44729,2238,2201
44730,2360,1984
44731,2049,2356
44732,2412,2407
44733,2319,2380
44734,2407,2369
44735,2293,2218
44736,2224,2079
44737,2314,1955
44738,2249,2108
44739,2337,2166
44740,2257,2120
44741,2308,2233
44742,2215,2031
44743,2315,2295
44744,2200,2346
44745,2475,2294
44746,2469,2050
44747,2278,2258
44748,2211,2092
44749,2450,2363
44750,2282,2269
44751,2264,2065
44752,2373,2347
44753,2380,2278
44754,2343,2222
44755,2295,2347
44756,2422,2348
44757,2094,2149
44758,2113,2339
44759,2070,2187
44760,2165,2083
44761,2208,2027
44762,2360,2307
44763,2095,2249
44764,2372,2355
44765,2278,2064
44766,1909,2077
44767,2091,2035
44768,2307,2411
44769,2400,2080
44770,1926,2108
44771,2210,2057
44772,2026,2141
44773,2381,2358
44774,2411,2258
44775,2106,2223
44776,2225,2085
44777,2251,2255
44778,2004,2288
44779,2091,2323
44780,2158,2107
44781,2225,2434
44782,2407,2051
44783,2178,2088
44784,2263,2063
44785,2299,2259
44786,2239,2283
44787,1990,2238
44788,2439,2318
44789,2152,2262
44790,2528,2216
44791,2320,2022
44792,2410,1987
44793,2483,2288
44794,2350,2207
44795,2380,2428
44796,2325,2381
44797,2114,2181
44798,2311,2399
44799,2295,2291
44800,2320,2385
44801,2172,2248
44802,2305,2296
44803,2372,2228
44804,2097,2229
44805,1965,1972
44806,2245,1734
44807,2280,2010
44808,2108,2347
44809,2309,2266
44810,2354,2563
44811,1992,2168
44812,2055,2248
44813,2022,2056
44814,2129,2238
44815,2006,1664
44816,2018,2367
44817,2318,2402
44818,2320,2336
44819,2239,2282
44820,2015,2293
44821,2274,2343
44822,2101,2223
44823,2292,2033
44824,2173,2426
44825,2330,2252
44826,2273,2097
44827,2202,2289
44828,2357,2382
44829,2311,2380
44830,2422,2105
44831,2135,2141
44832,2241,2290
44833,2134,2086
44834,2383,2481
44835,2185,2459
44836,2114,2159
44837,2073,1863
44838,2330,2167
44839,2223,2413
44840,2262,2243
44841,2416,2455
44842,2309,2105
44843,2392,2217
44844,2339,2174
44845,1981,2254
44846,2122,2365
44847,2215,2284
44848,2246,2200
44849,2307,2319
44850,2475,2272
44851,2102,2167
44852,2177,2291
44853,2105,2270
44854,2419,2370
44855,2043,1916
44856,2084,2374
44857,1899,1798
44858,2288,2293
44859,2083,2186
44860,2090,2249
44861,2422,2194
44862,2195,2021
44863,2049,2065
44864,2191,2181
44865,2425,2119
44866,2199,2301
44867,2205,2389
44868,2313,2308
44869,2389,2435
44870,2477,2118
44871,2217,2328
44872,2155,2198
44873,2117,2260
44874,2350,2067
44875,2305,2334
44876,2313,2336
44877,2054,2053
44878,2280,2451
44879,2306,2199
44880,2202,2213
44881,2287,2331
44882,2100,2032
44883,2375,2175
44884,2360,2166
44885,2351,2389
44886,2156,1975
44887,2270,2043
44888,1936,2138
44889,2284,2413
44890,2405,2203
44891,2128,2089
44892,2250,2223
44893,2258,2333
44894,2434,2451
44895,2235,2301
44896,2426,2030
44897,2297,2342
44898,2269,2107
44899,2325,2419
44900,2473,2264
44901,2366,2182
44902,2152,2135
44903,2433,2396
44904,2275,2377
44905,1978,2234
44906,2283,2155
44907,2206,2381
44908,2400,2163
44909,2401,2247
44910,2516,2318
44911,2399,2444
44912,2154,2327
44913,1928,2043
44914,2365,2074
44915,2040,2177
44916,2206,2033
44917,2336,2139
44918,2089,2306
44919,2274,2341
44920,2277,2195
44921,2174,2199
44922,2306,2265
44923,2262,1991
44924,2330,2258
44925,2248,2324
44926,1979,2001
44927,2357,2303
44928,2259,2074
44929,2380,2488
44930,2193,2353
44931,2348,2229
44932,2341,2320
44933,2291,2283
44934,2249,2371
44935,2277,2189
44936,1831,2149
44937,2023,1999
44938,1940,2009
44939,2372,2454
44940,2247,2077
44941,2477,2277
44942,2288,2094
44943,2414,2368
44944,2521,2187
44945,2418,2093
44946,2035,2066
44947,2263,2218
44948,1960,2157
44949,2381,2366
44950,2295,2276
44951,2243,2300
44952,2149,2016
44953,2359,2140
44954,2236,2328
44955,2148,2271
44956,2386,2335
44957,2359,2418
44958,2433,2328
44959,2133,2133
44960,2388,2373
44961,2442,2185
44962,2386,2340
44963,2410,2435
44964,2260,2377
44965,2430,2178
44966,2226,2270
44967,2082,2255
44968,2033,2302
44969,2046,2270
44970,2186,2305
44971,2337,2469
44972,2067,2247
44973,2327,2382
44974,2054,2118
44975,2214,2170
44976,2153,2191
44977,2142,2175
44978,2101,2122
44979,2259,2140
44980,2386,2275
44981,2407,2352
44982,2272,2397
44983,2239,2021
44984,2335,2486
44985,2354,2370
44986,2410,2368
44987,2457,2152
44988,2165,2011
44989,2359,2404
44990,2364,2319
44991,2300,2365
44992,2282,2316
44993,2504,2420
44994,2038,2317
44995,2260,2298
44996,2211,2513
44997,2238,2345
44998,2291,2354
44999,2308,2228
45000,2229,2350
45001,2151,2245
45002,2127,2142
45003,1987,1967
45004,2301,2148
45005,2184,2216
45006,2147,2189
45007,2312,2244
45008,2298,2263
45009,2077,2477
45010,2408,2326
45011,2242,2343
45012,2234,1975
45013,2251,2139
45014,2367,2439
45015,2172,2129
45016,2231,2280
45017,2342,2426
45018,2247,1964
45019,2426,2332
45020,2377,2451
45021,2390,2385
45022,2245,2246
45023,2287,2319
45024,2487,2485
45025,2238,2372
45026,2079,2159
45027,2018,2334
45028,2418,2310
45029,2392,2509
45030,2444,2311
45031,2118,2271
45032,2249,2274
45033,2323,2182
45034,2282,2209
45035,2190,2306
45036,2082,2235
45037,2159,2101
45038,2349,2033
45039,2277,1731
45040,2181,2389
45041,2160,2079
45042,2145,2396
45043,2342,2238
45044,2153,2155
45045,2199,2008
45046,2163,2284
45047,2196,1815
45048,1958,1985
45049,2423,2272
45050,2075,2133
45051,2449,2193
45052,2114,2240
45053,2484,2409
45054,2329,2307
45055,2312,2272
45056,2253,2276
45057,1949,2356
45058,2132,2235
45059,1940,2189
45060,2519,2358
45061,1838,2044
45062,2404,2195
45063,2438,2339
45064,2223,2214
45065,2113,2049
45066,2255,2031
45067,2347,2357
45068,2484,2359
45069,2171,2340
45070,2187,2373
45071,2188,2107
45072,2110,2086
45073,2217,2430
45074,2367,2432
45075,2224,2173
45076,2040,2199
45077,2254,2149
45078,2223,2350
45079,2314,2215
45080,2333,2231
45081,2532,2309
45082,2527,2411
45083,2215,2197
45084,2122,2355
45085,2337,2184
45086,2192,2241
45087,2023,2097
45088,2053,2099
45089,2436,2486
45090,2367,2208
45091,2154,2311
45092,2485,2409
45093,2220,2235
45094,2379,2208
45095,2365,2271
45096,2179,2144
45097,2402,2279
45098,2324,1992
45099,1727,2160
45100,2227,2236
45101,2352,2367
45102,2365,2233
45103,2428,2204
45104,2244,2073
45105,1958,1985
45106,2384,2245
45107,2359,2299
45108,2020,2351
45109,2170,2313
45110,2181,2205
45111,2210,2066
45112,2060,2144
45113,2109,2433
45114,2419,2119
45115,2420,2330
45116,2075,1970
45117,2274,2267
45118,2259,2248
45119,2374,2213
45120,2533,2500
45121,2251,2151
45122,2306,2436
45123,2309,2319
45124,2274,2256
45125,2279,2303
45126,2192,2200
45127,2070,2226
45128,2457,2368
45129,2061,1940
45130,2311,2243
45131,1992,2315
45132,2276,2111
45133,2167,1990
45134,1999,2268
45135,2307,2226
45136,2186,2389
45137,2384,2173
45138,2273,2274
45139,2339,2284
45140,2143,2060
45141,1951,2020
45142,2348,2385
45143,2232,2104
45144,2132,2494
45145,2449,2253
45146,2074,2023
45147,2333,2110
45148,2230,2042
45149,1980,2204
45150,2453,2093
45151,2306,2130
45152,2313,2293
45153,2106,1969
45154,2211,2183
45155,2244,2318
45156,2416,2248
45157,2280,2265
45158,2456,2453
45159,2347,2430
45160,2081,2084
45161,2132,2026
45162,2148,2254
45163,2064,2239
45164,2225,2284
45165,2288,2296
45166,2495,2175
45167,2497,2366
45168,2237,2208
45169,2256,2373
45170,2109,2222
45171,2393,2153
45172,2433,2195
45173,2454,2145
45174,2417,2454
45175,2346,2240
45176,2410,2108
45177,2360,2231
45178,2376,2299
45179,2167,1941
45180,2154,2374
45181,2175,2238
45182,2272,2256
45183,2242,2081
45184,2229,2090
45185,2118,2197
45186,2443,2243
45187,2229,2335
45188,2176,2261
45189,2056,2334
45190,2358,2103
45191,2097,2244
45192,2193,2325
45193,2119,2125
45194,2527,2233
45195,2014,2316
45196,2398,2345
45197,1894,2024
45198,2365,2138
45199,2246,2190
45200,2146,1831
45201,2062,2294
45202,2177,2275
45203,2337,2377
45204,2366,2358
45205,2377,2024
45206,2381,2556
45207,2212,2359
45208,2444,2191
45209,2496,2410
45210,2338,2343
45211,2211,2025
45212,2136,2041
45213,2028,2342
45214,2347,2216
45215,2375,2276
45216,2345,2413
45217,2361,2249
45218,2250,2303
45219,2241,2302
45220,2073,2345
45221,2237,2237
45222,2060,2307
45223,2473,2401
45224,2378,2318
45225,2342,2033
45226,2282,2392
45227,2315,2146
45228,2284,2344
45229,2218,2267
45230,2388,2310
45231,2176,2368
45232,2161,2373
45233,2132,2285
45234,2418,2335
45235,2170,2358
45236,2344,2206
45237,2164,2183
45238,2351,2209
45239,2153,2010
45240,2039,1986
45241,2129,2186
45242,2019,2092
45243,2389,2394
45244,2120,2291
45245,2270,2179
45246,2241,1979
45247,2324,2477
45248,2281,2089
45249,2129,2115
45250,2442,2351
45251,2360,2349
45252,2022,2263
45253,2238,2351
45254,2276,2265
45255,2095,2269
45256,2373,2400
45257,2126,2357
45258,2379,2072
45259,2294,2375
45260,2450,2463
45261,2042,2135
45262,2016,2305
45263,2260,2300
45264,2226,2279
45265,2039,2373
45266,1994,2311
45267,2218,1996
45268,2213,2189
45269,2144,2279
45270,2447,2247
45271,2217,1912
45272,2399,2376
45273,2238,2376
45274,2216,2320
45275,2436,2387
45276,2130,2423
45277,2450,2158
45278,2379,2416
45279,2278,2346
45280,2471,2278
45281,2127,2008
45282,2248,2244
45283,2414,2281
45284,2187,2236
45285,2262,2397
45286,2017,2173
45287,2242,2387
45288,2202,2156
45289,2188,2391
45290,2411,2220
45291,2112,2223
45292,2234,1926
45293,2468,2274
45294,2114,2278
45295,2161,2309
45296,2186,2312
45297,2250,1980
45298,2228,2406
45299,2355,2389
45300,2053,2042
45301,2031,2124
45302,1950,2389
45303,2142,2270
45304,2179,2125
45305,2435,2137
45306,2211,2466
45307,2066,2052
45308,2392,2307
45309,2392,2330
45310,2205,2176
45311,2427,2335
45312,2471,2364
45313,2190,2155
45314,2304,2033
45315,2474,2515
45316,2243,2355
45317,2342,2060
45318,2152,2266
45319,2082,2330
45320,2335,2186
45321,2445,2211
45322,2244,2018
45323,2235,2296
45324,2403,2279
45325,2416,2223
45326,2330,2018
45327,2325,2115
45328,2070,2220
45329,2393,2217
45330,2309,2256
45331,2402,2217
45332,1976,2122
45333,2298,2268
45334,2366,2344
45335,2237,2072
45336,2381,2276
45337,2095,2468
45338,2203,2502
45339,1916,2179
45340,2378,2456
45341,2295,2462
45342,2067,2112
45343,2066,1946
45344,2214,2313
45345,2473,2371
45346,2125,2404
45347,2315,2490
45348,2017,2017
45349,2153,2240
45350,1863,2145
45351,2016,2418
45352,2475,2163
45353,2322,2185
45354,2351,2454
45355,2136,2186
45356,2229,2167
45357,1945,1942
45358,2260,2104
45359,2258,2097
45360,2226,2445
45361,2204,2378
45362,2299,2295
45363,2243,2432
45364,2422,2463
45365,2190,2173
45366,2168,2357
45367,2346,2247
45368,2017,2295
45369,2297,2243
45370,2380,2340
45371,2371,2311
45372,2360,2428
45373,2213,2114
45374,2387,2322
45375,2185,2426
45376,2103,2383
45377,1862,2230
45378,2320,2059
45379,2175,2392
45380,2178,2284
45381,2529,2337
45382,2220,1997
45383,2292,2315
45384,2361,2361
45385,2086,2028
45386,2273,2449
45387,2286,2397
45388,2131,2048
45389,2280,2279
45390,2328,2158
45391,2207,2489
45392,2280,2086
45393,2039,2151
45394,2294,2185
45395,2496,2342
45396,2371,2182
45397,1839,2172
45398,2389,2246
45399,2366,2349
45400,2109,2190
45401,2410,2428
45402,2217,2075
45403,2177,2203
45404,2448,2555
45405,2303,2258
45406,2200,2022
45407,2066,2072
45408,2303,2267
45409,2394,2405
45410,2292,2250
45411,2149,2274
45412,2252,1966
45413,2030,2121
45414,2282,2228
45415,2318,2382
45416,2368,2172
45417,2171,2286
45418,2224,2183
45419,1837,2220
45420,2344,2050
45421,2187,2374
45422,2083,2201
45423,2087,2268
45424,2054,2237
45425,2220,2084
45426,2216,2439
45427,1870,2297
45428,2230,2506
45429,2324,2241
45430,2120,2067
45431,2401,2255
45432,2432,2240
45433,2303,2269
45434,2265,2528
45435,2433,2393
45436,2124,2196
45437,2148,2293
45438,2306,2338
45439,2224,2327
45440,2395,2224
45441,2205,2282
45442,2340,2360
45443,2193,2509
45444,2396,2259
45445,2362,2321
45446,1895,1711
45447,2277,2272
45448,2034,1951
45449,2104,2367
45450,2230,2181
45451,2162,2066
45452,2478,2313
45453,2122,2250
45454,2383,2451
45455,2406,2140
45456,1999,1838
45457,2288,2260
45458,2365,2322
45459,2439,2463
45460,2419,2312
45461,2485,2341
45462,2327,2266
45463,2294,2033
45464,2094,1964
45465,2325,2355
45466,2295,2146
45467,2206,2355
45468,2028,2047
45469,2431,2278
45470,2126,1976
45471,2120,2237
45472,2059,1944
45473,2272,2058
45474,2153,2330
45475,1948,2232
45476,2282,2080
45477,1935,2135
45478,2260,2304
45479,2098,2263
45480,2260,2311
45481,2302,2300
45482,2389,2227
45483,2180,1931
45484,2213,2373
45485,1999,2036
45486,2113,2193
45487,2245,2290
45488,2250,1987
45489,2313,2244
45490,2189,2408
45491,2393,2229
45492,2363,2160
45493,2296,2416
45494,2252,1964
45495,2296,2035
45496,2021,2147
45497,2423,2338
45498,2294,2318
45499,2438,2356
45500,1934,2013
45501,2150,1873
45502,2151,2371
45503,2196,2229
45504,2324,2473
45505,2221,2258
45506,2234,2194
45507,2148,2328
45508,1982,1936
45509,2280,2434
45510,2329,2460
45511,2131,1962
45512,2383,2126
45513,2110,2393
45514,2419,2211
45515,2429,2178
45516,2324,2433
45517,2274,2226
45518,2212,2352
45519,1999,2396
45520,2308,2181
45521,2138,2128
45522,2316,2390
45523,2390,2261
45524,2453,2499
45525,2006,2232
45526,2111,2290
45527,2259,2363
45528,2025,2394
45529,2368,2460
45530,2398,2371
45531,2362,2420
45532,2147,2287
45533,2396,2058
45534,2301,2068
45535,2360,2261
45536,2367,2446
45537,2133,2210
45538,2260,2176
45539,2229,2254
45540,2450,2256
45541,2176,1940
45542,2384,2364
45543,2110,2365
45544,2433,2329
45545,2201,2328
45546,2321,2425
45547,2310,2305
45548,2112,2113
45549,2311,2524
45550,2273,2415
45551,2243,2263
45552,2007,2179
45553,2316,2456
45554,2238,2053
45555,2192,2263
45556,2515,2480
45557,2354,2192
45558,2079,2266
45559,2276,2162
45560,2143,2258
45561,2169,1991
45562,2420,2371
45563,1970,2290
45564,2427,2211
45565,2446,2458
45566,2255,2299
45567,2237,2434
45568,2180,2250
45569,2157,2407
45570,2241,2219
45571,2129,2346
45572,1984,2287
45573,2148,2045
45574,2345,2218
45575,2096,1913
45576,2092,2177
45577,2124,2335
45578,2318,2451
45579,2346,2033
45580,2309,2125
45581,2131,2422
45582,2038,2235
45583,2144,2268
45584,2449,2351
45585,2429,2467
45586,2371,2149
45587,2098,2342
45588,2199,2307
45589,2118,1932
45590,2259,2209
45591,2403,2146
45592,2503,2271
45593,2176,2095
45594,2139,2338
45595,2126,2168
45596,2270,2488
45597,2250,2099
45598,2344,2165
45599,2253,2297
45600,2231,2416
45601,2446,2524
45602,2332,2429
45603,2338,2249
45604,2114,2486
45605,2041,2294
45606,2151,1981
45607,2179,2313
45608,2181,2214
45609,2020,2302
45610,2348,2171
45611,2347,2357
45612,2269,2287
45613,2328,2299
45614,2294,2213
45615,2248,2236
45616,2349,2077
45617,2406,2097
45618,2208,2073
45619,2346,2043
45620,2271,2340
45621,1818,2071
45622,2219,2355
45623,1962,2246
45624,2291,2453
45625,2218,2409
45626,2429,2403
45627,2241,2073
45628,2308,2165
45629,2377,2297
45630,2335,2214
45631,2036,2142
45632,2244,2352
45633,2443,2352
45634,2361,2322
45635,2058,2064
45636,2429,2316
45637,2259,2379
45638,2487,2477
45639,2217,2346
45640,2394,2408
45641,2261,2389
45642,2367,2321
45643,1795,1913
45644,2322,2307
45645,2071,2288
45646,1830,1995
45647,2059,2196
45648,2035,2296
45649,2066,2241
45650,2339,2354
45651,2326,2124
45652,2436,2441
45653,2352,2297
45654,2201,2255
45655,2118,1965
45656,2361,2541
45657,2493,2514
45658,2226,2217
45659,2222,1996
45660,2065,2060
45661,2258,2227
45662,2329,2085
45663,2214,2314
45664,2077,2242
45665,2268,2292
45666,2299,2157
45667,2136,2167
45668,2443,2271
45669,2417,2187
45670,2124,2240
45671,2274,2425
45672,2319,2345
45673,2119,1967
45674,2267,2213
45675,2401,2363
45676,2345,2356
45677,2392,2403
45678,2295,2342
45679,2214,2096
45680,2453,2157
45681,2402,2455
45682,2127,2058
45683,2107,2239
45684,2246,2249
45685,1988,2224
45686,2046,2436
45687,2434,2419
45688,2044,2370
45689,2277,2267
45690,2226,2290
45691,2329,2251
45692,2214,2555
45693,2409,2098
45694,2152,2099
45695,2251,2223
45696,2453,2431
45697,2302,2148
45698,2330,2369
45699,2379,2187
45700,2252,2299
45701,2129,2153
45702,2375,2407
45703,2147,2323
45704,2260,2005
45705,2077,2187
45706,2410,2218
45707,2368,2149
45708,2092,2107
45709,2168,2376
45710,1910,2261
45711,2556,2525
45712,2035,2200
45713,2285,2354
45714,2307,2160
45715,2250,2024
45716,2327,2315
45717,2404,2531
45718,2270,2218
45719,2368,2324
45720,2111,2205
45721,2176,2181
45722,2327,2045
45723,2300,2054
45724,2319,2213
45725,2181,2289
45726,2233,2323
45727,2137,2117
45728,2150,2351
45729,2139,2156
45730,2516,2536
45731,2127,2224
45732,2340,2350
45733,2254,2043
45734,2351,2164
45735,2332,2342
45736,2174,2205
45737,2149,2115
45738,2272,2028
45739,2294,2104
45740,2011,2330
45741,2193,2401
45742,2179,1997
45743,2160,2296
45744,1975,1648
45745,1950,2202
45746,2402,2200
45747,2120,1984
45748,2352,2427
45749,2100,2032
45750,2241,2365
45751,2255,2423
45752,2061,2165
45753,2280,2252
45754,2251,2361
45755,2201,2314
45756,2408,2232
45757,2247,2387
45758,2350,2423
45759,2253,1902
45760,2410,2331
45761,2239,2078
45762,2205,2306
45763,2063,2345
45764,2141,2213
45765,2168,1958
45766,2501,2322
45767,2401,2317
45768,2267,2184
45769,2266,2164
45770,2347,2336
45771,2236,2172
45772,2249,2201
45773,2267,2385
45774,2000,1979
45775,2114,2341
45776,2412,2281
45777,2183,2212
45778,2093,2017
45779,2317,2432
45780,2257,2222
45781,2393,2421
45782,2039,2458
45783,2268,2210
45784,2216,2321
45785,2015,2192
45786,2125,2099
45787,2320,2305
45788,2300,2414
45789,2388,2341
45790,2396,2166
45791,2413,2441
45792,2562,2496
45793,2145,2255
45794,2166,1929
45795,2104,2154
45796,2247,2219
45797,2008,2057
45798,2415,2147
45799,2286,2408
45800,2072,2300
45801,2373,2347
45802,2271,2456
45803,2364,2271
45804,2254,2359
45805,2436,2521
45806,2442,2497
45807,2136,2359
45808,2336,2090
45809,2098,2386
45810,2437,2130
45811,2363,2212
45812,1983,2389
45813,2065,2261
45814,2400,2481
45815,2322,2357
45816,2377,2239
45817,2272,2416
45818,2349,2196
45819,2288,2223
45820,2410,2438
45821,2186,1922
45822,2343,2406
45823,2133,2354
45824,2009,2359
45825,2388,2423
45826,2129,2142
45827,2413,2357
45828,2299,2075
45829,2155,2353
45830,2250,2199
45831,2377,2316
45832,2286,2136
45833,2423,2196
45834,2138,2200
45835,2159,2409
45836,2187,2238
45837,1978,2002
45838,2514,2325
45839,2376,2279
45840,2137,2406
45841,2480,2490
45842,2081,2219
45843,2274,2384
45844,2190,2338
45845,2351,2100
45846,2186,2330
45847,2098,2249
45848,2368,2167
45849,2483,2509
45850,2175,2327
45851,2406,2383
45852,2335,2084
45853,2482,2219
45854,2065,2395
45855,2308,2085
45856,2290,2077
45857,2097,2342
45858,2063,2407
45859,2181,2172
45860,2338,2310
45861,2159,2125
45862,2350,2104
45863,2390,2238
45864,2281,2246
45865,2225,2292
45866,2375,2163
45867,2460,2354
45868,2161,2360
45869,2312,2042
45870,2155,2345
45871,2252,2453
45872,2039,2328
45873,2052,1883
45874,2228,2479
45875,2307,2330
45876,2404,2169
45877,2139,2430
45878,2148,2156
45879,2413,2315
45880,2408,2365
45881,2464,2445
45882,2140,1917
45883,2299,1914
45884,2238,2387
45885,2053,2112
45886,2259,2392
45887,2157,2374
45888,2286,2366
45889,2081,2371
45890,2255,2336
45891,2401,2230
45892,1957,2083
45893,2027,2286
45894,2338,2218
45895,2391,2281
45896,2236,2304
45897,2508,2251
45898,2080,2273
45899,2247,2282
45900,2018,1939
45901,2379,2153
45902,2246,2270
45903,2069,2153
45904,2362,2317
45905,2325,2339
45906,2290,2241
45907,2323,2193
45908,2166,2153
45909,2164,1939
45910,2376,2296
45911,2177,2288
45912,2493,2284
45913,2333,2366
45914,2393,2313
45915,2122,2077
45916,2309,2186
45917,2350,2187
45918,2265,2498
45919,2243,2280
45920,2358,2412
45921,2137,2346
45922,2123,1976
45923,2294,2399
45924,2260,2281
45925,2363,2047
45926,2399,2451
45927,2283,2201
45928,2005,2138
45929,2208,2298
45930,2358,2289
45931,2452,2404
45932,2459,2511
45933,2233,2337
45934,2288,2113
45935,2128,2188
45936,2297,2441
45937,2445,2441
45938,2199,2104
45939,2456,2317
45940,2173,2316
45941,2155,2330
45942,2271,2155
45943,2264,2193
45944,2358,2251
45945,1814,2181
45946,2291,2113
45947,2427,2240
45948,2246,2256
45949,2343,2395
45950,2394,2401
45951,2148,2135
45952,2009,1997
45953,2216,2083
45954,2380,2484
45955,2167,2017
45956,2146,2046
45957,2035,1915
45958,2226,2241
45959,2282,2431
45960,2326,2336
45961,2329,2550
45962,2327,2139
45963,2194,2450
45964,1903,1970
45965,2276,2284
45966,2362,2216
45967,2316,2422
45968,2086,2216
45969,2254,2005
45970,2047,2343
45971,2263,2103
45972,2311,2386
45973,2202,2368
45974,2040,2052
45975,2112,1995
45976,2286,2126
45977,2367,2115
45978,2431,2240
45979,2373,2219
45980,2431,2330
45981,2150,2349
45982,2178,2350
45983,2238,2343
45984,2415,2265
45985,2465,2126
45986,1861,2313
45987,2066,1757
45988,2160,2398
45989,2199,2263
45990,2097,2231
45991,2357,2362
45992,2025,2321
45993,2163,2356
45994,2425,2389
45995,2004,2302
45996,2422,2415
45997,2253,2224
45998,2073,2412
45999,2229,2296
46000,2129,2111
46001,2195,2114
46002,2214,2366
46003,2319,2191
46004,2482,2333
46005,1876,2115
46006,2257,2160
46007,2257,2015
46008,2254,2361
46009,2226,2253
46010,2044,2215
46011,2132,2003
46012,2077,2078
46013,2266,2246
46014,2355,2214
46015,2298,2393
46016,2230,2365
46017,2275,2285
46018,2190,2229
46019,2372,2426
46020,2518,2531
46021,2272,2022
46022,2175,2052
46023,2113,2090
46024,2516,2534
46025,2402,2336
46026,2066,2035
46027,2424,2215
46028,2378,2124
46029,2215,2393
46030,2211,2279
46031,2228,2435
46032,2441,2293
46033,2347,2253
46034,2375,2144
46035,2169,1852
46036,2357,2536
46037,2293,2020
46038,2333,2314
46039,2395,2335
46040,2170,2092
46041,2142,2374
46042,2164,2301
46043,2101,2126
46044,2136,2286
46045,2204,2261
46046,2101,2308
46047,2248,2322
46048,2407,2130
46049,2374,2078
46050,2165,2455
46051,2116,2304
46052,2386,2291
46053,2155,2263
46054,2204,2371
46055,2299,2259
46056,2113,2364
46057,2302,2050
46058,2340,2330
46059,2406,2164
46060,2382,2363
46061,2171,2147
46062,2434,2398
46063,2176,2155
46064,2363,1892
46065,2378,2453
46066,2211,2345
46067,2123,2159
46068,2242,2273
46069,2127,2161
46070,2401,2495
46071,2270,2340
46072,2154,2093
46073,2260,2068
46074,2254,1914
46075,2266,2463
46076,2379,2324
46077,1960,2247
46078,2163,2381
46079,2327,2215
46080,2002,2306
46081,2124,2282
46082,2439,2277
46083,2146,2332
46084,2084,2293
46085,2071,1926
46086,2221,2334
46087,2338,2043
46088,2408,2405
46089,2113,2152
46090,2338,2308
46091,2034,2007
46092,2323,2223
46093,2340,2064
46094,2028,2193
46095,2278,1953
46096,2301,2303
46097,2280,2467
46098,2413,2274
46099,2051,2307
46100,2274,1920
46101,2375,2466
46102,2098,2073
46103,2035,2316
46104,2219,2104
46105,2472,2252
46106,2271,2117
46107,2275,2038
46108,2323,2052
46109,2410,2310
46110,2390,2329
46111,2409,2528
46112,2355,2392
46113,2147,2380
46114,1946,2360
46115,2274,2206
46116,2235,1993
46117,2346,2136
46118,2036,2220
46119,2348,2235
46120,2289,2457
46121,2144,2268
46122,2440,2197
46123,2456,2394
46124,2093,2227
46125,2419,2516
46126,2342,2421
46127,2218,2151
46128,2172,2227
46129,2257,2076
46130,2059,2120
46131,2188,2134
46132,2061,2305
46133,2096,2200
46134,2438,2394
46135,2111,2080
46136,2287,1940
46137,2063,2241
46138,1987,2267
46139,2269,2365
46140,2055,2187
46141,2331,2217
46142,2254,2255
46143,2358,2286
46144,2311,2225
46145,2031,2342
46146,1884,2002
46147,2224,2301
46148,2313,2267
46149,2076,2050
46150,2230,2281
46151,2358,2168
46152,2031,2241
46153,2108,2367
46154,2428,2396
46155,2242,2319
46156,2345,2416
46157,2213,2280
46158,2387,2417
46159,2253,2235
46160,2097,2430
46161,2285,2412
46162,2348,2484
46163,2074,2347
46164,2428,2172
46165,2145,2297
46166,2295,2109
46167,2269,2230
46168,2331,2261
46169,2240,2169
46170,2229,2325
46171,2171,2387
46172,2407,2180
46173,2360,2344
46174,2396,2340
46175,2343,2167
46176,2296,2357
46177,2129,2328
46178,2185,2420
46179,2044,1967
46180,2372,2257
46181,2189,2218
46182,2144,2126
46183,2206,2015
46184,2373,2055
46185,2207,2271
46186,2358,2419
46187,2415,2335
46188,2254,2398
46189,2440,2479
46190,2459,2387
46191,2268,2130
46192,2049,2016
46193,2273,2309
46194,2330,2172
46195,2379,2168
46196,2205,2098
46197,2355,2163
46198,2320,2276
46199,2348,2259
46200,2359,2368
46201,2269,2234
46202,2185,2083
46203,2177,2208
46204,2223,2216
46205,2157,2058
46206,2322,2307
46207,2318,2199
46208,2378,2384
46209,2381,2507
46210,2101,2053
46211,2272,2115
46212,2212,2140
46213,2205,2240
46214,2389,2284
46215,2260,2182
46216,2348,2481
46217,2367,2040
46218,2412,2281
46219,2297,2416
46220,2077,2209
46221,2163,2032
46222,2221,2266
46223,2299,2306
46224,2389,2347
46225,1716,1969
46226,2080,2295
46227,2411,2256
46228,2143,2388
46229,2406,2226
46230,2078,2177
46231,2387,2318
46232,2328,2054
46233,2420,2217
46234,2284,2254
46235,2109,2327
46236,2147,2400
46237,2367,2249
46238,2255,2289
46239,2045,2198
46240,2458,2288
46241,2348,2250
46242,2429,2431
46243,2104,2256
46244,2364,2091
46245,2467,2447
46246,2207,2290
46247,2317,2064
46248,2113,2329
46249,2255,2207
46250,2421,2162
46251,1965,2028
46252,2198,2183
46253,2357,2152
46254,2357,2370
46255,2144,1990
46256,2269,2340
46257,2317,2049
46258,2078,2284
46259,2449,2309
46260,2334,2193
46261,2246,1837
46262,2438,2272
46263,2357,2426
46264,2272,2342
46265,2319,2290
46266,2443,2286
46267,2338,2452
